game_id,Date,Sport,bet_type,period,away_Team,home_Team,away_1Q,away_2Q,away_3Q,away_4Q,home_1Q,home_2Q,home_3Q,home_4Q,away_score,home_score,away_open_line,away_open_odds,home_open_line,home_open_odds,away_pinnacle_line,away_pinnacle_odds,home_pinnacle_line,home_pinnacle_odds,away_fiveDimes_line,away_fiveDimes_odds,home_fiveDimes_line,home_fiveDimes_odds,away_bookmaker_line,away_bookmaker_odds,home_bookmaker_line,home_bookmaker_odds,away_BOL_line,away_BOL_odds,home_BOL_line,home_BOL_odds,away_Bovada_line,away_Bovada_odds,home_Bovada_line,home_Bovada_odds,away_Heritage_line,away_Heritage_odds,home_Heritage_line,home_Heritage_odds,away_Intertops_line,away_Intertops_odds,home_Intertops_line,home_Intertops_odds,away_youwager_line,away_youwager_odds,home_youwager_line,home_youwager_odds,away_justbet_line,away_justbet_odds,home_justbet_line,home_justbet_odds,away_sportsbet_line,away_sportsbet_odds,home_sportsbet_line,home_sportsbet_odds,oddsURL
20210103_NFL_BUF_MIA,20210103,NFL,total,full,Miami,Buffalo,3,3,7,13,0,28,7,21,26,56,48,-110,48,-110,42.5,-114,42.5,102,42.5,-102,42.5,-108,41.5,-111,41.5,-118,42.5,-106,42.5,-114,42.5,-110,42.5,-110,42.5,-108,42.5,-108,42.5,-110,42.5,-110,42.5,-110,42.5,-110,41.5,-111,41.5,-118,42.5,-106,42.5,-114,https://classic.sportsbookreview.com/betting-odds/nfl-football/totals/?date=20210103
20210103_NFL_NE_NYJ,20210103,NFL,total,full,N.Y. Jets,New England,0,7,7,0,7,0,7,14,14,28,41,-110,41,-110,41,-109,41,-102,41,-105,41,-105,41,-115,41,-105,40.5,-110,40.5,-110,41,-110,41,-110,41,-108,41,-108,41,-110,41,-110,41,-110,41,-110,41,-115,41,-105,40.5,-110,40.5,-110,https://classic.sportsbookreview.com/betting-odds/nfl-football/totals/?date=20210103
20210103_NFL_TB_ATL,20210103,NFL,total,full,Atlanta,Tampa Bay,3,7,10,7,10,13,0,21,27,44,50,-110,50,-110,51,-111,51,-100,51,-102,51,-108,51,-113,51,-116,51,-110,51,-110,51,-105,51,-115,51,-108,51,-108,51,-110,51,-110,51,-110,51,-110,51,-113,51,-116,51,-110,51,-110,https://classic.sportsbookreview.com/betting-odds/nfl-football/totals/?date=20210103
20210103_NFL_DET_MIN,20210103,NFL,total,full,Minnesota,Detroit,7,14,10,6,6,10,13,6,37,35,54,-110,54,-110,54,101,54,-112,53.5,-108,53.5,-102,54,-110,54,-110,53.5,-113,53.5,-107,53.5,-110,53.5,-110,53.5,-108,53.5,-108,53.5,-110,53.5,-110,53.5,-110,53.5,-110,54,-110,54,-110,53.5,-113,53.5,-107,https://classic.sportsbookreview.com/betting-odds/nfl-football/totals/?date=20210103
20210103_NFL_NYG_DAL,20210103,NFL,total,full,Dallas,N.Y. Giants,3,6,7,3,6,14,0,3,19,23,47,-110,47,-110,44.5,-103,44.5,-109,43.5,-105,43.5,-105,43,-118,43,-111,43.5,-109,43.5,-111,47,-110,47,-110,44,-108,44,-108,43.5,-115,43.5,-105,43.5,-110,43.5,-110,43,-118,43,-111,43.5,-109,43.5,-111,https://classic.sportsbookreview.com/betting-odds/nfl-football/totals/?date=20210103
20210103_NFL_CLE_PIT,20210103,NFL,total,full,Pittsburgh,Cleveland,0,6,3,13,7,3,7,7,22,24,42,-110,42,-110,45,101,45,-112,44.5,-108,44.5,-102,45.5,-117,45.5,-112,44.5,-107,44.5,-113,44.5,-110,44.5,-110,44.5,-108,44.5,-108,44.5,-110,44.5,-110,44.5,-110,44.5,-110,45.5,-117,45.5,-112,44.5,-107,44.5,-113,https://classic.sportsbookreview.com/betting-odds/nfl-football/totals/?date=20210103
20210103_NFL_CIN_BAL,20210103,NFL,total,full,Baltimore,Cincinnati,10,7,21,0,0,3,0,0,38,3,43.5,-110,43.5,-110,46,-102,46,-109,45.5,-102,45.5,-108,44,-117,44,-112,45.5,-110,45.5,-110,44,-110,44,-110,45.5,-108,45.5,-108,45.5,-110,45.5,-110,45.5,-110,45.5,-110,44,-117,44,-112,45.5,-110,45.5,-110,https://classic.sportsbookreview.com/betting-odds/nfl-football/totals/?date=20210103
20210103_NFL_LAR_ARZ,20210103,NFL,total,full,Arizona,L.A. Rams,7,0,0,0,0,12,3,3,7,18,41,-110,41,-110,42,-104,42,-107,42,-103,42,-107,40.5,-110,40.5,-108,40.5,-110,40.5,-110,42,-110,42,-110,42,-108,42,-108,42,-110,42,-110,42,-110,42,-110,42,-108,42,-112,40.5,-110,40.5,-110,https://classic.sportsbookreview.com/betting-odds/nfl-football/totals/?date=20210103
20210103_NFL_HOU_TEN,20210103,NFL,total,full,Tennessee,Houston,3,14,14,10,3,6,19,10,41,38,56,-110,56,-110,55.5,101,55.5,-113,55.5,-105,55.5,-105,58.5,-108,58.5,-110,55.5,-110,55.5,-110,55.5,-110,55.5,-110,55.5,-108,55.5,-108,55,-110,55,-110,55.5,-110,55.5,-110,55,-110,55,-110,55.5,-110,55.5,-110,https://classic.sportsbookreview.com/betting-odds/nfl-football/totals/?date=20210103
20210103_NFL_CHI_GB,20210103,NFL,total,full,Green Bay,Chicago,0,21,0,14,7,6,3,0,35,16,50,-110,50,-110,48.5,100,48.5,-112,48,-107,48,-103,48.5,-116,48.5,-113,48.5,-112,48.5,-108,48.5,-110,48.5,-110,48,-108,48,-108,48,-110,48,-110,48,-110,48,-110,49,100,49,-121,48.5,-112,48.5,-108,https://classic.sportsbookreview.com/betting-odds/nfl-football/totals/?date=20210103
