game_id,Date,Sport,bet_type,period,away_Team,home_Team,away_1Q,away_2Q,away_3Q,away_4Q,home_1Q,home_2Q,home_3Q,home_4Q,away_score,home_score,away_open_line,away_open_odds,home_open_line,home_open_odds,away_pinnacle_line,away_pinnacle_odds,home_pinnacle_line,home_pinnacle_odds,away_fiveDimes_line,away_fiveDimes_odds,home_fiveDimes_line,home_fiveDimes_odds,away_bookmaker_line,away_bookmaker_odds,home_bookmaker_line,home_bookmaker_odds,away_BOL_line,away_BOL_odds,home_BOL_line,home_BOL_odds,away_Bovada_line,away_Bovada_odds,home_Bovada_line,home_Bovada_odds,away_Heritage_line,away_Heritage_odds,home_Heritage_line,home_Heritage_odds,away_Intertops_line,away_Intertops_odds,home_Intertops_line,home_Intertops_odds,away_youwager_line,away_youwager_odds,home_youwager_line,home_youwager_odds,away_justbet_line,away_justbet_odds,home_justbet_line,home_justbet_odds,away_sportsbet_line,away_sportsbet_odds,home_sportsbet_line,home_sportsbet_odds,oddsURL
20161211_NFL_TEN_DEN,20161211,NFL,spread,full,Denver,Tennessee,0,0,0,10,10,3,0,0,10,13,1,-110,-1,-110,2,-100,-2,-110,1,100,-1,-120,2,-110,-2,-110,2,-104,-2,-116,0,-105,0,-115,2,-105,-2,-105,1.5,-110,-1.5,-110,2,-110,-2,-110,2,-110,-2,-110,2,-104,-2,-116,https://classic.sportsbookreview.com/betting-odds/nfl-football/?date=20161211
20161211_NFL_CLE_CIN,20161211,NFL,spread,full,Cincinnati,Cleveland,13,7,0,3,0,0,7,3,23,10,-5,-110,5,-110,-4,102,4,-113,-4.5,-110,4.5,-110,-4,-115,4,-105,-4.5,-105,4.5,-115,-6,-105,6,-115,-4,-105,4,-105,-4,-110,4,-110,-4.5,-110,4.5,-110,-4,-115,4,-105,-4.5,-105,4.5,-115,https://classic.sportsbookreview.com/betting-odds/nfl-football/?date=20161211
20161211_NFL_JAX_MIN,20161211,NFL,spread,full,Minnesota,Jacksonville,6,3,3,13,0,9,7,0,25,16,-3,-125,3,105,-3,-120,3,109,-3.5,100,3.5,-120,-3,-125,3,105,-3,-130,3,110,-3.5,-115,3.5,-105,-3,-120,3,110,-3.5,-110,3.5,-110,-3.5,-110,3.5,-110,-3,-125,3,105,-3,-130,3,110,https://classic.sportsbookreview.com/betting-odds/nfl-football/?date=20161211
20161211_NFL_MIA_ARZ,20161211,NFL,spread,full,Arizona,Miami,6,3,0,14,7,7,7,5,23,26,2.5,-115,-2.5,-105,-2,-105,2,-105,-1,-120,1,100,-2,-105,2,-115,-2,-112,2,-108,-2,-120,2,100,-1.5,-105,1.5,-105,-2,-110,2,-110,-2,-110,2,-110,-2,-105,2,-115,-2,-112,2,-108,https://classic.sportsbookreview.com/betting-odds/nfl-football/?date=20161211
20161211_NFL_IND_HOU,20161211,NFL,spread,full,Houston,Indianapolis,3,10,3,6,3,0,7,7,22,17,6.5,-110,-6.5,-110,6.5,-107,-6.5,-103,7,-130,-7,110,6.5,-114,-6.5,-106,6.5,-110,-6.5,-110,6.5,-105,-6.5,-115,6.5,-105,-6.5,-105,6.5,-110,-6.5,-110,6.5,-110,-6.5,-110,6.5,-114,-6.5,-106,6.5,-110,-6.5,-110,https://classic.sportsbookreview.com/betting-odds/nfl-football/?date=20161211
20161211_NFL_PHI_WAS,20161211,NFL,spread,full,Washington,Philadelphia,0,7,14,6,3,10,0,9,27,22,0,-110,0,-110,-1.5,-108,1.5,-102,-2,-110,2,-110,-2,-105,2,-115,-2,-115,2,-105,-3,110,3,-130,-1.5,-105,1.5,-105,-2,-115,2,-105,-2.5,-110,2.5,-110,-2,-105,2,-115,-2,-115,2,-105,https://classic.sportsbookreview.com/betting-odds/nfl-football/?date=20161211
20161211_NFL_BUF_PIT,20161211,NFL,spread,full,Pittsburgh,Buffalo,7,7,7,6,0,7,0,13,27,20,-1,-110,1,-110,-1,-108,1,-102,-1,-110,1,-110,-1,-115,1,-105,-1.5,-112,1.5,-108,-3,105,3,-125,-1,-105,1,-105,-2.5,100,2.5,-120,-2,-115,2,-105,-1,-115,1,-105,-1.5,-112,1.5,-108,https://classic.sportsbookreview.com/betting-odds/nfl-football/?date=20161211
20161211_NFL_CAR_LAC,20161211,NFL,spread,full,San Diego,Carolina,0,7,9,0,10,13,3,2,16,28,1.5,-110,-1.5,-110,1,-105,-1,-105,0,100,0,-120,1,-110,-1,-110,1,-112,-1,-108,1,-110,-1,-110,1,-110,-1,100,1.5,-120,-1.5,100,1.5,-110,-1.5,-110,1,-110,-1,-110,1,-112,-1,-108,https://classic.sportsbookreview.com/betting-odds/nfl-football/?date=20161211
20161211_NFL_DET_CHI,20161211,NFL,spread,full,Chicago,Detroit,3,0,7,7,0,10,3,7,17,20,9.5,-110,-9.5,-110,7.5,-123,-7.5,111,8.5,-130,-8.5,110,7,101,-7,-121,7.5,-115,-7.5,-105,8,-110,-8,-110,7,105,-7,-115,7.5,-115,-7.5,-105,7.5,-110,-7.5,-110,7,101,-7,-121,7.5,-115,-7.5,-105,https://classic.sportsbookreview.com/betting-odds/nfl-football/?date=20161211
20161211_NFL_SF_NYJ,20161211,NFL,spread,full,N.Y. Jets,San Francisco,0,3,3,11,6,14,3,0,23,17,1,-105,-1,-115,3,-117,-3,106,2.5,100,-2.5,-120,3,-120,-3,100,3,-125,-3,105,3,-120,-3,100,3,-115,-3,105,3,-125,-3,105,3,-120,-3,100,3,-120,-3,100,3,-125,-3,105,https://classic.sportsbookreview.com/betting-odds/nfl-football/?date=20161211
20161211_NFL_TB_NO,20161211,NFL,spread,full,New Orleans,Tampa Bay,0,8,3,0,3,10,0,3,11,16,2.5,-102,-2.5,-119,2,-100,-2,-110,1,105,-1,-125,2.5,-115,-2.5,-105,2,-110,-2,-110,3,-130,-3,110,2,100,-2,-110,2,-105,-2,-115,2.5,-110,-2.5,-110,2.5,-115,-2.5,-105,2,-110,-2,-110,https://classic.sportsbookreview.com/betting-odds/nfl-football/?date=20161211
20161211_NFL_GB_SEA,20161211,NFL,spread,full,Seattle,Green Bay,3,0,0,7,7,14,7,10,10,38,-3,100,3,-120,-3,104,3,-115,-2,-135,2,115,-3,-101,3,-119,-3,100,3,-120,-3,100,3,-120,-3,110,3,-120,-3,100,3,-120,-3,100,3,-120,-3,-101,3,-119,-3,100,3,-120,https://classic.sportsbookreview.com/betting-odds/nfl-football/?date=20161211
20161211_NFL_LAR_ATL,20161211,NFL,spread,full,Atlanta,Los Angeles,7,14,21,0,0,0,0,14,42,14,-5.5,-110,5.5,-110,-4.5,-100,4.5,-110,-4.5,-110,4.5,-110,-4.5,-112,4.5,-108,-5,-110,5,-110,-6,-105,6,-115,-4.5,-105,4.5,-105,-5,-110,5,-110,-5,-110,5,-110,-4.5,-112,4.5,-108,-5,-110,5,-110,https://classic.sportsbookreview.com/betting-odds/nfl-football/?date=20161211
20161211_NFL_NYG_DAL,20161211,NFL,spread,full,Dallas,N.Y. Giants,7,0,0,0,0,0,10,0,7,10,-3,-115,3,-105,-3.5,-107,3.5,-103,-4,-110,4,-110,-3.5,-110,3.5,-110,-3.5,-110,3.5,-110,-4.5,-105,4.5,-115,-3.5,-105,3.5,-105,-3.5,-110,3.5,-110,-3.5,-110,3.5,-110,-3.5,-110,3.5,-110,-3.5,-110,3.5,-110,https://classic.sportsbookreview.com/betting-odds/nfl-football/?date=20161211
