game_id,Date,Sport,bet_type,period,away_Team,home_Team,away_1Q,away_2Q,away_3Q,away_4Q,home_1Q,home_2Q,home_3Q,home_4Q,away_score,home_score,away_open_line,away_open_odds,home_open_line,home_open_odds,away_pinnacle_line,away_pinnacle_odds,home_pinnacle_line,home_pinnacle_odds,away_fiveDimes_line,away_fiveDimes_odds,home_fiveDimes_line,home_fiveDimes_odds,away_bookmaker_line,away_bookmaker_odds,home_bookmaker_line,home_bookmaker_odds,away_BOL_line,away_BOL_odds,home_BOL_line,home_BOL_odds,away_Bovada_line,away_Bovada_odds,home_Bovada_line,home_Bovada_odds,away_Heritage_line,away_Heritage_odds,home_Heritage_line,home_Heritage_odds,away_Intertops_line,away_Intertops_odds,home_Intertops_line,home_Intertops_odds,away_youwager_line,away_youwager_odds,home_youwager_line,home_youwager_odds,away_justbet_line,away_justbet_odds,home_justbet_line,home_justbet_odds,away_sportsbet_line,away_sportsbet_odds,home_sportsbet_line,home_sportsbet_odds,oddsURL
20151004_NFL_MIA_NYJ,20151004,NFL,moneyline,full,N.Y. Jets,Miami,10,10,7,0,0,7,0,7,27,14,-120,NA,100,NA,-134,NA,121,NA,-145,NA,125,NA,-145,NA,125,NA,-149,NA,129,NA,NA,NA,NA,NA,-150,NA,130,NA,-145,NA,125,NA,-140,NA,120,NA,-145,NA,125,NA,-149,NA,129,NA,https://classic.sportsbookreview.com/betting-odds/nfl-football/money-line/?date=20151004
20151004_NFL_CHI_OAK,20151004,NFL,moneyline,full,Oakland,Chicago,0,14,3,3,6,10,0,6,20,22,-155,NA,135,NA,-177,NA,159,NA,-185,NA,160,NA,-179,NA,158,NA,-180,NA,160,NA,-160,NA,140,NA,-168,NA,148,NA,-180,NA,160,NA,-175,NA,155,NA,-179,NA,158,NA,-180,NA,160,NA,https://classic.sportsbookreview.com/betting-odds/nfl-football/money-line/?date=20151004
20151004_NFL_WAS_PHI,20151004,NFL,moneyline,full,Philadelphia,Washington,0,0,13,7,6,7,3,7,20,23,-170,NA,150,NA,-149,NA,135,NA,-150,NA,130,NA,-150,NA,130,NA,-150,NA,130,NA,-160,NA,140,NA,-155,NA,135,NA,-150,NA,130,NA,-150,NA,130,NA,-150,NA,130,NA,-150,NA,130,NA,https://classic.sportsbookreview.com/betting-odds/nfl-football/money-line/?date=20151004
20151004_NFL_TB_CAR,20151004,NFL,moneyline,full,Carolina,Tampa Bay,10,7,14,6,3,7,7,6,37,23,-165,NA,145,NA,-145,NA,131,NA,-155,NA,135,NA,-165,NA,145,NA,-162,NA,142,NA,-170,NA,150,NA,-165,NA,145,NA,-160,NA,140,NA,-165,NA,145,NA,-165,NA,145,NA,-162,NA,142,NA,https://classic.sportsbookreview.com/betting-odds/nfl-football/money-line/?date=20151004
20151004_NFL_IND_JAX,20151004,NFL,moneyline,full,Jacksonville,Indianapolis,3,10,0,0,0,3,7,0,13,16,165,NA,-185,NA,179,NA,-199,NA,180,NA,-220,NA,185,NA,-215,NA,180,NA,-210,NA,170,NA,-200,NA,196,NA,-226,NA,180,NA,-220,NA,180,NA,-210,NA,185,NA,-215,NA,180,NA,-210,NA,https://classic.sportsbookreview.com/betting-odds/nfl-football/money-line/?date=20151004
20151004_NFL_BUF_NYG,20151004,NFL,moneyline,full,N.Y. Giants,Buffalo,9,7,0,8,3,0,0,7,24,10,195,NA,-235,NA,216,NA,-242,NA,225,NA,-265,NA,234,NA,-299,NA,205,NA,-245,NA,210,NA,-250,NA,230,NA,-280,NA,235,NA,-275,NA,230,NA,-270,NA,234,NA,-299,NA,205,NA,-245,NA,https://classic.sportsbookreview.com/betting-odds/nfl-football/money-line/?date=20151004
20151004_NFL_CIN_KC,20151004,NFL,moneyline,full,Kansas City,Cincinnati,3,9,3,6,14,0,15,7,21,36,170,NA,-200,NA,159,NA,-177,NA,150,NA,-170,NA,155,NA,-175,NA,155,NA,-175,NA,155,NA,-175,NA,156,NA,-181,NA,155,NA,-175,NA,150,NA,-170,NA,155,NA,-175,NA,155,NA,-175,NA,https://classic.sportsbookreview.com/betting-odds/nfl-football/money-line/?date=20151004
20151004_NFL_ATL_HOU,20151004,NFL,moneyline,full,Houston,Atlanta,0,0,0,21,7,21,14,6,21,48,210,NA,-260,NA,181,NA,-202,NA,175,NA,-210,NA,190,NA,-230,NA,180,NA,-210,NA,185,NA,-225,NA,189,NA,-224,NA,180,NA,-220,NA,190,NA,-225,NA,190,NA,-230,NA,180,NA,-210,NA,https://classic.sportsbookreview.com/betting-odds/nfl-football/money-line/?date=20151004
20151004_NFL_LAC_CLE,20151004,NFL,moneyline,full,Cleveland,San Diego,3,10,3,11,7,6,7,10,27,30,285,NA,-350,NA,205,NA,-230,NA,190,NA,-230,NA,213,NA,-255,NA,200,NA,-240,NA,205,NA,-245,NA,209,NA,-244,NA,200,NA,-240,NA,200,NA,-240,NA,213,NA,-255,NA,200,NA,-240,NA,https://classic.sportsbookreview.com/betting-odds/nfl-football/money-line/?date=20151004
20151004_NFL_ARZ_LAR,20151004,NFL,moneyline,full,Los Angeles,Arizona,7,3,7,7,3,6,3,10,24,22,235,NA,-300,NA,252,NA,-285,NA,255,NA,-310,NA,260,NA,-325,NA,250,NA,-300,NA,270,NA,-340,NA,269,NA,-329,NA,250,NA,-300,NA,260,NA,-320,NA,260,NA,-325,NA,250,NA,-300,NA,https://classic.sportsbookreview.com/betting-odds/nfl-football/money-line/?date=20151004
