game_id,Date,Sport,bet_type,period,away_Team,home_Team,away_1Q,away_2Q,away_3Q,away_4Q,home_1Q,home_2Q,home_3Q,home_4Q,away_score,home_score,away_open_line,away_open_odds,home_open_line,home_open_odds,away_pinnacle_line,away_pinnacle_odds,home_pinnacle_line,home_pinnacle_odds,away_fiveDimes_line,away_fiveDimes_odds,home_fiveDimes_line,home_fiveDimes_odds,away_bookmaker_line,away_bookmaker_odds,home_bookmaker_line,home_bookmaker_odds,away_BOL_line,away_BOL_odds,home_BOL_line,home_BOL_odds,away_Bovada_line,away_Bovada_odds,home_Bovada_line,home_Bovada_odds,away_Heritage_line,away_Heritage_odds,home_Heritage_line,home_Heritage_odds,away_Intertops_line,away_Intertops_odds,home_Intertops_line,home_Intertops_odds,away_youwager_line,away_youwager_odds,home_youwager_line,home_youwager_odds,away_justbet_line,away_justbet_odds,home_justbet_line,home_justbet_odds,away_sportsbet_line,away_sportsbet_odds,home_sportsbet_line,home_sportsbet_odds,oddsURL
20201004_NFL_DET_NO,20201004,NFL,spread,full,New Orleans,Detroit,7,21,7,0,14,0,7,8,35,29,-5.5,-110,5.5,-110,-3,-103,3,-107,-3,-102,3,-108,-3,-105,3,-115,-3,-105,3,-115,-3,-110,3,-110,-3,-105,3,-105,-3,-105,3,-115,-3,-110,3,-110,-3,-110,3,-110,-3,-105,3,-115,https://classic.sportsbookreview.com/betting-odds/nfl-football/?date=20201004
20201004_NFL_HOU_MIN,20201004,NFL,spread,full,Minnesota,Houston,7,10,7,7,0,6,10,7,31,23,3.5,-109,-3.5,-111,3.5,-114,-3.5,104,3.5,-113,-3.5,103,3,104,-3,-124,3.5,-115,-3.5,-105,3.5,-115,-3.5,-105,3.5,-110,-3.5,100,3.5,-120,-3.5,100,3.5,-120,-3.5,100,3,102,-3,-122,3.5,-115,-3.5,-105,https://classic.sportsbookreview.com/betting-odds/nfl-football/?date=20201004
20201004_NFL_MIA_SEA,20201004,NFL,spread,full,Seattle,Miami,10,7,0,14,3,6,3,11,31,23,-7,-110,7,-110,-4.5,-106,4.5,-104,-4.5,-108,4.5,-102,-4,-110,4,-110,-4.5,-110,4.5,-110,-5,-110,5,-110,-4.5,-105,4.5,-105,-4.5,-110,4.5,-110,-5,-110,5,-110,-4,-117,4,-104,-4.5,-110,4.5,-110,https://classic.sportsbookreview.com/betting-odds/nfl-football/?date=20201004
20201004_NFL_DAL_CLE,20201004,NFL,spread,full,Cleveland,Dallas,7,24,10,8,14,0,0,24,49,38,5.5,-110,-5.5,-110,3.5,-111,-3.5,101,3.5,-112,-3.5,102,3,101,-3,-121,4,-115,-4,-105,4,-120,-4,100,3.5,-105,-3.5,-105,3.5,-110,-3.5,-110,3.5,-110,-3.5,-110,3,105,-3,-125,4,-115,-4,-105,https://classic.sportsbookreview.com/betting-odds/nfl-football/?date=20201004
20201004_NFL_TB_LAC,20201004,NFL,spread,full,L.A. Chargers,Tampa Bay,14,10,7,0,7,7,14,10,31,38,5,-110,-5,-110,7.5,-114,-7.5,103,7.5,-108,-7.5,-102,7,-102,-7,-118,7,-102,-7,-118,7.5,-105,-7.5,-115,7.5,-105,-7.5,-105,7.5,-115,-7.5,-105,7.5,-105,-7.5,-115,7,-104,-7,-116,7,-102,-7,-118,https://classic.sportsbookreview.com/betting-odds/nfl-football/?date=20201004
20201004_NFL_WAS_BAL,20201004,NFL,spread,full,Baltimore,Washington,7,14,7,3,0,10,0,7,31,17,-13,-110,13,-110,-14.5,104,14.5,-115,-14,-107,14,-103,-14,-112,14,-108,-14,-110,14,-110,-14.5,-105,14.5,-115,-14,-105,14,-105,-14,-110,14,-110,-14.5,-105,14.5,-115,-14,-112,14,-108,-14,-110,14,-110,https://classic.sportsbookreview.com/betting-odds/nfl-football/?date=20201004
20201004_NFL_CAR_ARZ,20201004,NFL,spread,full,Arizona,Carolina,0,7,7,7,14,7,7,3,21,31,-4,-109,4,-111,-3,-105,3,-105,-3,-103,3,-107,-3,-103,3,-117,-3,-105,3,-115,-3.5,100,3.5,-120,-3,-105,3,-105,-3,-110,3,-110,-3,-115,3,-105,-3,100,3,-120,-3,-105,3,-115,https://classic.sportsbookreview.com/betting-odds/nfl-football/?date=20201004
20201004_NFL_CIN_JAX,20201004,NFL,spread,full,Jacksonville,Cincinnati,7,6,0,12,3,7,17,6,25,33,3,-125,-3,105,1,-106,-1,-104,1,-105,-1,-105,1,-109,-1,-111,1,-110,-1,-110,1,-110,-1,-110,1,-105,-1,-105,1,-110,-1,-110,1,-115,-1,-105,1,-110,-1,-110,1,-110,-1,-110,https://classic.sportsbookreview.com/betting-odds/nfl-football/?date=20201004
20201004_NFL_LAR_NYG,20201004,NFL,spread,full,N.Y. Giants,L.A. Rams,0,6,0,3,7,3,0,7,9,17,10,-115,-10,-105,13.5,-106,-13.5,-104,13.5,-102,-13.5,-108,13.5,-115,-13.5,-105,13.5,-105,-13.5,-115,13.5,-105,-13.5,-115,13.5,100,-13.5,-110,13.5,-110,-13.5,-110,13.5,-105,-13.5,-115,13,-105,-13,-115,13.5,-105,-13.5,-115,https://classic.sportsbookreview.com/betting-odds/nfl-football/?date=20201004
20201004_NFL_CHI_IND,20201004,NFL,spread,full,Indianapolis,Chicago,7,6,3,3,0,3,0,8,19,11,-1,-110,1,-110,-3.5,102,3.5,-112,-3.5,-105,3.5,-105,-3,-130,3,110,-3.5,-108,3.5,-112,-3,-125,3,105,-3.5,-105,3.5,-105,-3.5,-105,3.5,-115,-3.5,-110,3.5,-110,-3,-130,3,110,-3.5,-108,3.5,-112,https://classic.sportsbookreview.com/betting-odds/nfl-football/?date=20201004
