Date,Sport,bet_type,period,away_Team,home_Team,away_1Q,away_2Q,away_3Q,away_4Q,home_1Q,home_2Q,home_3Q,home_4Q,away_score,home_score,away_open,home_open,pinnacle1,pinnacle2,fiveDimes1,fiveDimes2,bookmaker1,bookmaker2,BOL1,BOL2,Bovada1,Bovada2,Heritage1,Heritage2,Intertops1,Intertops2,youwager1,youwager2,justbet1,justbet2,sportsbet1,sportsbet2,oddsURL
20171115,NBA,total,full,Utah,New York,30,30,22,19,27,23,27,29,101,106,204 -110,204 -110,,,202½ -102,202½ -108,202 -110,202 -110,203 -105,203 -115,203 -110,203 -110,202½ -105,202½ -105,202½ -110,202½ -110,202½ -110,202½ -110,202 -110,202 -110,203 -105,203 -115,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20171115
20171115,NBA,total,full,Washington,Miami,30,31,10,31,19,30,25,19,102,93,209½ -110,209½ -110,211½ -103,211½ -107,211½ -103,211½ -107,210½ -110,210½ -110,211½ -112,211½ -108,212 -105,212 -115,211 -105,211 -105,211½ -110,211½ -110,211 -110,211 -110,210½ -110,210½ -110,211½ -112,211½ -108,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20171115
20171115,NBA,total,full,Sacramento,Atlanta,16,19,26,19,24,40,28,34,80,126,205 -110,205 -110,,,205 -108,205 -102,206 -110,206 -110,205 -110,205 -110,206 -105,206 -115,205½ -105,205½ -105,205 -110,205 -110,205 -110,205 -110,206 -110,206 -110,205 -110,205 -110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20171115
20171115,NBA,total,full,Detroit,Milwaukee,23,18,21,33,26,15,34,24,95,99,208 -110,208 -110,205 -102,205 -108,205 -102,205 -108,204½ -110,204½ -110,204½ -108,204½ -112,205 -115,205 -105,205 -105,205 -105,205 -110,205 -110,205 -110,205 -110,204½ -110,204½ -110,204½ -108,204½ -112,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20171115
20171115,NBA,total,full,San Antonio,Minnesota,24,19,22,21,18,39,18,23,86,98,209½ -110,209½ -110,209 -106,209 -104,209 -105,209 -105,208½ -110,208½ -110,209 -110,209 -110,209 -105,209 -115,209 -105,209 -105,209 -110,209 -110,209 -110,209 -110,208½ -110,208½ -110,209 -110,209 -110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20171115
20171115,NBA,total,full,Cleveland,Charlotte,36,25,27,27,30,37,17,23,115,107,217½ -110,217½ -110,218½ -107,218½ -103,218½ -102,218½ -108,217½ -110,217½ -110,218½ -112,218½ -108,218 -110,218 -110,219 -105,219 -105,218½ -110,218½ -110,218 -110,218 -110,217½ -110,217½ -110,218½ -112,218½ -108,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20171115
20171115,NBA,total,full,Chicago,Oklahoma City,7,27,22,23,27,31,19,15,79,92,202½ -110,202½ -110,204½ -104,204½ -106,204½ -102,204½ -108,204 -110,204 -110,204½ -110,204½ -110,204 -115,204 -105,204½ -105,204½ -105,204½ -110,204½ -110,204 -110,204 -110,204 -110,204 -110,204½ -110,204½ -110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20171115
20171115,NBA,total,full,Indiana,Memphis,34,33,30,19,25,28,31,29,116,113,209 -110,209 -110,203½ -104,203½ -106,203½ -105,203½ -105,203½ -110,203½ -110,203½ -108,203½ -112,203 -115,203 -105,203 -105,203 -105,203½ -110,203½ -110,203½ -110,203½ -110,203½ -110,203½ -110,203½ -108,203½ -112,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20171115
20171115,NBA,total,full,Toronto,New Orleans,29,35,34,27,34,29,23,30,125,116,218½ -110,218½ -110,218 -101,218 -109,218 -105,218 -105,218 -110,218 -110,217½ -108,217½ -112,218 -110,218 -110,218 -105,218 -105,218½ -110,218½ -110,218 -110,218 -110,218 -110,218 -110,217½ -108,217½ -112,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20171115
20171115,NBA,total,full,Orlando,Portland,33,14,24,23,24,27,24,24,94,99,212 -110,212 -110,214½ -102,214½ -108,214 -105,214 -105,214 -110,214 -110,214½ -108,214½ -112,214 -115,214 -105,214½ -105,214½ -105,214 -110,214 -110,214 -110,214 -110,214 -110,214 -110,214½ -108,214½ -112,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20171115
20171115,NBA,total,full,Philadelphia,L.A. Lakers,29,29,25,32,26,28,30,25,115,109,219½ -110,219½ -110,221 -108,221 -102,220½ -105,220½ -105,221 -110,221 -110,220½ -114,220½ -106,220 -115,220 -105,221 -105,221 -105,220½ -110,220½ -110,220½ -110,220½ -110,221 -110,221 -110,220½ -114,220½ -106,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20171115
