Date,Sport,bet_type,period,away_Team,home_Team,away_1Q,away_2Q,away_3Q,away_4Q,home_1Q,home_2Q,home_3Q,home_4Q,away_score,home_score,away_open,home_open,pinnacle1,pinnacle2,fiveDimes1,fiveDimes2,bookmaker1,bookmaker2,BOL1,BOL2,Bovada1,Bovada2,Heritage1,Heritage2,Intertops1,Intertops2,youwager1,youwager2,justbet1,justbet2,sportsbet1,sportsbet2,oddsURL
20161223,NBA,moneyline,full,Chicago,Charlotte,26,14,27,24,22,26,27,28,91,103,+149,-171,+173,-193,+160,-185,+160,-180,+160,-180,+155,-175,+165,-190,+165,-190,+160,-180,+160,-180,+160,-180,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20161223
20161223,NBA,moneyline,full,L.A. Lakers,Orlando,14,26,29,21,30,27,29,23,90,109,+170,-200,+173,-193,+170,-200,+180,-210,+165,-190,+160,-180,+165,-190,+165,-190,+165,-190,+180,-210,+165,-190,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20161223
20161223,NBA,moneyline,full,Oklahoma City,Boston,25,33,30,29,28,26,25,33,117,112,+140,-160,+186,-208,+180,-220,+190,-230,+185,-215,+190,-230,+190,-225,+180,-220,+170,-200,+190,-230,+185,-215,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20161223
20161223,NBA,moneyline,full,Golden State,Detroit,33,24,31,31,32,27,25,29,119,113,-335,+270,-321,+282,-325,+265,-345,+280,-330,+275,-350,+275,-350,+280,-330,+270,-350,+290,-345,+280,-330,+275,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20161223
20161223,NBA,moneyline,full,Brooklyn,Cleveland,15,25,17,42,29,37,32,21,99,119,+1500,-4500,+1950,-4000,+1500,-3000,+1400,-4000,,,+1400,-4500,+1520,-2470,+1200,-4000,,,+1400,-4000,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20161223
20161223,NBA,moneyline,full,Miami,New Orleans,28,21,19,19,25,19,20,27,87,91,+175,-205,+185,-206,+165,-190,+170,-200,+165,-190,+170,-200,+175,-205,+170,-200,+165,-190,+170,-200,+165,-190,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20161223
20161223,NBA,moneyline,full,Washington,Milwaukee,29,29,20,18,37,36,27,23,96,123,+130,-150,+136,-150,+130,-150,+130,-150,+125,-145,+135,-155,+135,-155,+140,-160,+140,-160,+130,-150,+125,-145,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20161223
20161223,NBA,moneyline,full,Houston,Memphis,31,18,26,34,25,29,23,38,109,115,-155,+135,-150,+136,-160,+140,-160,+140,-160,+140,-165,+145,-165,+145,-165,+145,-165,+145,-160,+140,-160,+140,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20161223
20161223,NBA,moneyline,full,Sacramento,Minnesota,25,26,27,31,26,29,30,20,109,105,+150,-170,+193,-216,+170,-200,+175,-205,+175,-205,+170,-200,+180,-210,+170,-200,+175,-200,+175,-205,+175,-205,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20161223
20161223,NBA,moneyline,full,Philadelphia,Phoenix,31,35,19,31,24,29,28,42,116,123,+165,-185,+210,-235,+200,-240,+210,-260,+200,-240,+200,-240,+205,-245,+185,-225,+200,-240,+210,-260,+200,-240,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20161223
20161223,NBA,moneyline,full,Atlanta,Denver,29,22,31,27,29,26,27,26,109,108,+155,-175,+205,-230,+190,-230,+210,-260,+195,-225,+195,-235,+195,-230,+190,-230,+200,-240,+210,-260,+195,-225,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20161223
20161223,NBA,moneyline,full,Toronto,Utah,28,28,16,32,29,22,23,24,104,98,-105,-115,-105,-105,-112,+102,-115,-105,-115,-105,-120,+100,-115,-105,-115,-105,-115,-105,-115,-105,-115,-105,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20161223
20161223,NBA,moneyline,full,San Antonio,Portland,27,30,30,23,27,18,27,18,110,90,-130,+110,-123,+111,-130,+110,-120,+100,-135,+115,-130,+110,-135,+115,-130,+110,-140,+120,-120,+100,-135,+115,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20161223
20161223,NBA,moneyline,full,Dallas,L.A. Clippers,21,29,18,22,24,27,21,16,90,88,+190,-230,+160,-178,+160,-185,+150,-170,+160,-180,+165,-190,+160,-185,+160,-180,+160,-180,+150,-170,+160,-180,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20161223
