Date,Sport,bet_type,period,away_Team,home_Team,away_1Q,away_2Q,away_3Q,away_4Q,home_1Q,home_2Q,home_3Q,home_4Q,away_score,home_score,away_open,home_open,pinnacle1,pinnacle2,fiveDimes1,fiveDimes2,bookmaker1,bookmaker2,BOL1,BOL2,Bovada1,Bovada2,Heritage1,Heritage2,Intertops1,Intertops2,youwager1,youwager2,justbet1,justbet2,sportsbet1,sportsbet2,oddsURL
20150116,NBA,total,full,Brooklyn,Washington,18,25,28,31,24,16,18,22,102,80, , ,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20150116
20150116,NBA,total,full,New Orleans,Philadelphia,22,25,12,22,33,17,23,23,81,96, , ,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20150116
20150116,NBA,total,full,Detroit,Indiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, , ,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20150116
20150116,NBA,total,full,Memphis,Orlando,27,21,33,25,28,21,25,22,106,96, , ,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20150116
20150116,NBA,total,full,Chicago,Boston,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, , ,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20150116
20150116,NBA,total,full,Atlanta,Toronto,24,28,33,25,19,19,30,21,110,89, , ,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20150116
20150116,NBA,total,full,Golden State,Oklahoma City,35,25,31,24,33,36,29,29,115,127, , ,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20150116
20150116,NBA,total,full,Denver,Dallas,24,18,23,24,29,20,24,24,89,97, , ,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20150116
20150116,NBA,total,full,Portland,San Antonio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, , ,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20150116
20150116,NBA,total,full,Minnesota,Phoenix,27,29,19,24,32,27,27,24,99,110, , ,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20150116
20150116,NBA,total,full,Miami,Sacramento,26,26,23,20,22,22,17,22,95,83, , ,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20150116
20150116,NBA,total,full,Cleveland,L.A. Clippers,28,33,31,34,33,31,31,26,126,121, , ,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20150116
