Date,Sport,bet_type,period,away_Team,home_Team,away_1Q,away_2Q,away_3Q,away_4Q,home_1Q,home_2Q,home_3Q,home_4Q,away_score,home_score,away_open,home_open,pinnacle1,pinnacle2,fiveDimes1,fiveDimes2,bookmaker1,bookmaker2,BOL1,BOL2,Bovada1,Bovada2,Heritage1,Heritage2,Intertops1,Intertops2,youwager1,youwager2,justbet1,justbet2,sportsbet1,sportsbet2,oddsURL
20160210,NBA,moneyline,full,San Antonio,Orlando,29,21,17,31,23,28,28,17,98,96,-420,+340,-400,+346,-380,+340,-410,+330,-425,+355,-460,+330,-440,+350,-400,+315,-450,+350,-420,+340,-425,+355,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20160210
20160210,NBA,moneyline,full,Sacramento,Philadelphia,24,24,27,39,30,33,24,23,114,110,-205,+175,-211,+189,-210,+190,-230,+190,-225,+195,-220,+180,-210,+180,-220,+180,-220,+180,-230,+190,-225,+195,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20160210
20160210,NBA,moneyline,full,Charlotte,Indiana,25,35,29,28,25,18,27,25,117,95,+155,-175,+143,-158,+150,-160,+150,-170,+145,-165,+150,-170,+145,-165,+145,-165,+145,-165,+150,-170,+145,-165,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20160210
20160210,NBA,moneyline,full,L.A. Clippers,Boston,37,27,27,31,12,33,38,27,134,139,+100,-120,+106,-117,+110,-120,+105,-125,+108,-128,,,+105,-125,+105,-125,+100,-120,+105,-125,+108,-128,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20160210
20160210,NBA,moneyline,full,Denver,Detroit,20,32,23,28,22,31,18,21,103,92,+200,-240,+184,-205,+167,-178,+160,-180,+175,-205,+165,-190,+170,-195,+160,-180,+160,-180,+160,-180,+175,-205,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20160210
20160210,NBA,moneyline,full,Memphis,Brooklyn,22,28,39,20,27,18,18,27,109,90,-180,+160,-175,+158,-175,+165,-175,+155,-180,+160,-190,+165,-185,+160,-175,+155,-180,+160,-180,+160,-180,+160,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20160210
20160210,NBA,moneyline,full,Utah,New Orleans,22,23,32,19,20,27,24,29,96,100,+105,-125,+106,-117,+110,-120,+105,-125,-104,-116,,,+105,-125,+105,-125,+105,-125,+115,-135,-104,-116,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20160210
20160210,NBA,moneyline,full,Atlanta,Chicago,28,25,38,22,29,19,25,17,113,90,-135,+115,-167,+151,-160,+150,-170,+150,-175,+155,-165,+145,-170,+150,-175,+155,-175,+155,-170,+150,-175,+155,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20160210
20160210,NBA,moneyline,full,L.A. Lakers,Cleveland,25,22,27,37,35,29,29,27,111,120,+1400,-4000,+2045,-4400,+2400,-3300,+1400,-4000,+2500,-4000,,,+1900,-3900,+1400,-5000,,,+1400,-4000,+2500,-4000,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20160210
20160210,NBA,moneyline,full,Toronto,Minnesota,32,36,21,23,26,29,33,29,112,117,-260,+210,-242,+216,-250,+230,-245,+205,-250,+210,-265,+225,-250,+210,-250,+210,-250,+210,-260,+210,-250,+210,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20160210
20160210,NBA,moneyline,full,Golden State,Phoenix,29,28,34,21,28,15,32,29,112,104,-4000,+1400,-3333,+1768,-2500,+1775,-4000,+1400,-3200,+1700,,,-3300,+1550,-5000,+1400,,,-4000,+1400,-3200,+1700,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20160210
20160210,NBA,moneyline,full,Houston,Portland,29,17,35,22,29,28,35,24,103,116,+190,-230,+159,-177,+167,-178,+165,-185,+156,-176,+155,-175,+165,-190,+160,-180,+160,-180,+165,-185,+156,-176,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20160210
