Date,Sport,bet_type,period,away_Team,home_Team,away_1Q,away_2Q,away_3Q,away_4Q,home_1Q,home_2Q,home_3Q,home_4Q,away_score,home_score,away_open,home_open,pinnacle1,pinnacle2,fiveDimes1,fiveDimes2,bookmaker1,bookmaker2,BOL1,BOL2,Bovada1,Bovada2,Heritage1,Heritage2,Intertops1,Intertops2,youwager1,youwager2,justbet1,justbet2,sportsbet1,sportsbet2,oddsURL
20170315,NBA,spread,full,Charlotte,Indiana,22,20,16,19,24,18,33,23,77,98,+1½ -110,-1½ -110,+3 +102,-3 -113,+3 -110,-3 -110,+3 -105,-3 -115,+3 -105,-3 -115,+3½ -115,-3½ -105,+3 -105,-3 -105,+3 -110,-3 -110,+2½ -110,-2½ -110,+3 -105,-3 -115,+3 -105,-3 -115,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20170315
20170315,NBA,spread,full,Dallas,Washington,32,21,20,39,39,18,23,27,112,107,+7½ -110,-7½ -110,+7½ -113,-7½ +102,+7 -110,-7 -110,+7 -110,-7 -110,+7½ -115,-7½ -105,+7½ -110,-7½ -110,+7 -105,-7 -105,+7 -110,-7 -110,+7 -110,-7 -110,+7 -110,-7 -110,+7½ -115,-7½ -105,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20170315
20170315,NBA,spread,full,Utah,Detroit,28,26,23,20,19,16,27,21,97,83,-3 -110,+3 -110,-2½ -110,+2½ -100,-3 -110,+3 -110,-3 -110,+3 -110,-3 -116,+3 -104,-3 -110,+3 -110,-2½ -105,+2½ -105,-3 -110,+3 -110,-3 -110,+3 -110,-3 -110,+3 -110,-3 -116,+3 -104,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20170315
20170315,NBA,spread,full,New Orleans,Miami,21,31,27,33,28,26,31,35,112,120,+6 -110,-6 -110,+6 -101,-6 -109,+6 -110,-6 -110,+6½ -115,-6½ -105,+6 -113,-6 -107,+6½ -110,-6½ -110,+6½ -105,-6½ -105,+6½ -110,-6½ -110,+6½ -110,-6½ -110,+6½ -115,-6½ -105,+6 -113,-6 -107,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20170315
20170315,NBA,spread,full,Minnesota,Boston,32,28,17,27,30,28,27,32,104,117,+6 -110,-6 -110,+5½ -102,-5½ -108,+5½ -110,-5½ -110,+5½ -110,-5½ -110,+6 -108,-6 -112,+6 -115,-6 -105,+5½ -105,-5½ -105,+5½ -110,-5½ -110,+5½ -110,-5½ -110,+5½ -110,-5½ -110,+6 -108,-6 -112,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20170315
20170315,NBA,spread,full,Portland,San Antonio,28,26,28,28,29,26,25,26,110,106,+10½ -110,-10½ -110,+11 -100,-11 -110,+11 -110,-11 -110,+11 -105,-11 -115,+11 -107,-11 -113,+11½ -115,-11½ -105,+11½ -105,-11½ -105,+11 -105,-11 -115,+11 -110,-11 -110,+11 -105,-11 -115,+11 -107,-11 -113,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20170315
20170315,NBA,spread,full,L.A. Lakers,Houston,26,26,23,25,37,29,27,46,100,139,+17 -110,-17 -110,+17½ -105,-17½ -105,+17½ -110,-17½ -110,+17 -105,-17 -115,+17½ -110,-17½ -110,+17½ -115,-17½ -105,+17½ -105,-17½ -105,+17 -110,-17 -110,+17½ -110,-17½ -110,+17 -105,-17 -115,+17½ -110,-17½ -110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20170315
20170315,NBA,spread,full,Memphis,Chicago,24,30,20,24,24,26,21,20,98,91,PK-110,PK-110,-2½ -104,+2½ -106,-2½ -110,+2½ -110,-2 -115,+2 -105,-2½ -112,+2½ -108,-2½ -110,+2½ -110,-2½ -105,+2½ -105,-2½ -110,+2½ -110,-2½ -110,+2½ -110,-2 -115,+2 -105,-2½ -112,+2½ -108,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20170315
20170315,NBA,spread,full,Sacramento,Phoenix,22,26,26,33,29,18,28,26,107,101,+6 -110,-6 -110,+5 -105,-5 -105,+6 -110,-6 -110,+4½ -105,-4½ -115,+6 -110,-6 -110,+6 -110,-6 -110,+5½ -105,-5½ -105,+6 -110,-6 -110,+6 -110,-6 -110,+4½ -105,-4½ -115,+6 -110,-6 -110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20170315
20170315,NBA,spread,full,Milwaukee,L.A. Clippers,28,18,21,30,20,26,23,27,97,96,+8 -110,-8 -110,+7 +102,-7 -113,+7½ -110,-7½ -110,+7½ -115,-7½ -105,+7 -107,-7 -113,+8 -115,-8 -105,+7½ -105,-7½ -105,+7½ -115,-7½ -105,+7 -110,-7 -110,+7½ -115,-7½ -105,+7 -107,-7 -113,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20170315
