Date,Sport,bet_type,period,away_Team,home_Team,away_1Q,away_2Q,away_3Q,away_4Q,home_1Q,home_2Q,home_3Q,home_4Q,away_score,home_score,away_open,home_open,pinnacle1,pinnacle2,fiveDimes1,fiveDimes2,bookmaker1,bookmaker2,BOL1,BOL2,Bovada1,Bovada2,Heritage1,Heritage2,Intertops1,Intertops2,youwager1,youwager2,justbet1,justbet2,sportsbet1,sportsbet2,oddsURL
20160208,NBA,spread,full,L.A. Clippers,Philadelphia,22,27,16,23,10,4,34,14,98,71,-9 -105,+9 -115,-9 -102,+9 -108,-9 -105,+9 -105,-9 -110,+9 -110,-9 -105,+9 -115,-9½ -115,+9½ -105,-9½ -105,+9½ -105,-9 -110,+9 -110,-9 -110,+9 -110,-9 -110,+9 -110,-9 -105,+9 -115,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20160208
20160208,NBA,spread,full,Chicago,Charlotte,20,22,23,26,38,19,30,21,91,108,+7½ -105,-7½ -115,+7½ -109,-7½ -101,+7½ -102,-7½ -108,+7½ -110,-7½ -110,+7½ -110,-7½ -110,+7½ -110,-7½ -110,+6½ -105,-6½ -105,+7½ -110,-7½ -110,+7½ -110,-7½ -110,+7½ -110,-7½ -110,+7½ -110,-7½ -110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20160208
20160208,NBA,spread,full,L.A. Lakers,Indiana,22,16,21,28,23,23,18,25,87,89,+12 -105,-12 -115,+12½ -107,-12½ -103,+12½ -105,-12½ -105,+12½ -115,-12½ -105,+12½ -110,-12½ -110,+12 -105,-12 -115,+12½ -105,-12½ -105,+12½ -110,-12½ -110,+12½ -110,-12½ -110,+12½ -115,-12½ -105,+12½ -110,-12½ -110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20160208
20160208,NBA,spread,full,Sacramento,Cleveland,23,22,25,30,31,30,30,29,100,120,+12 -110,-12 -110,+12 -110,-12 +100,+12 -108,-12 -102,+12 -115,-12 -105,+12 -110,-12 -110,+12 -105,-12 -115,+13 -105,-13 -105,+12 -110,-12 -110,+12 -110,-12 -110,+12 -115,-12 -105,+12 -110,-12 -110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20160208
20160208,NBA,spread,full,Toronto,Detroit,19,30,21,33,24,19,22,24,103,89,-1½ -110,+1½ -110,-2 -102,+2 -108,-2 +100,+2 -120,-1½ -110,+1½ -110,-2 -110,+2 -110,-2½ -110,+2½ -110,-1 -105,+1 -105,-1½ -110,+1½ -110,-1½ -110,+1½ -110,-1½ -110,+1½ -110,-2 -110,+2 -110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20160208
20160208,NBA,spread,full,Denver,Brooklyn,22,27,29,26,26,29,26,24,104,105,-2½ -110,+2½ -110,-2½ -107,+2½ -103,-3 +100,+3 -120,-2½ -110,+2½ -110,-2½ -110,+2½ -110,-3 -105,+3 -115,-2 -105,+2 -105,-2½ -110,+2½ -110,-2½ -110,+2½ -110,-2½ -110,+2½ -110,-2½ -110,+2½ -110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20160208
20160208,NBA,spread,full,Portland,Memphis,25,26,27,24,10,4,22,29,112,83,+3½ -110,-3½ -110,+3 -104,-3 -106,+3 -103,-3 -107,+3 -115,-3 -105,+3 -110,-3 -110,+3½ -110,-3½ -110,+2½ -105,-2½ -105,+3 -110,-3 -110,+3 -110,-3 -110,+3 -115,-3 -105,+3 -110,-3 -110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20160208
20160208,NBA,spread,full,Orlando,Atlanta,18,23,31,29,16,9,24,29,117,89,+8½ -110,-8½ -110,+8½ +103,-8½ -114,+8½ -105,-8½ -105,+8½ -105,-8½ -115,+8½ -105,-8½ -115,+9 -115,-9 -105,+8½ -105,-8½ -105,+8½ -105,-8½ -115,+9 -110,-9 -110,+8½ -105,-8½ -115,+8½ -105,-8½ -115,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20160208
20160208,NBA,spread,full,New Orleans,Minnesota,28,35,32,21,22,24,24,32,116,102,+1½ -105,-1½ -115,+2 +100,-2 -110,+2 -101,-2 -109,+2 -105,-2 -115,+2 -110,-2 -110,+2 -105,-2 -115,+1½ -105,-1½ -105,+2 -110,-2 -110,+2 -110,-2 -110,+2 -105,-2 -115,+2 -110,-2 -110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20160208
20160208,NBA,spread,full,Oklahoma City,Phoenix,28,29,32,33,19,38,28,21,122,106,-13 -110,+13 -110,-13 -101,+13 -109,-12½ -107,+12½ -103,-12½ -110,+12½ -110,-13 -105,+13 -115,-14 -105,+14 -115,-13 -105,+13 -105,-12½ -110,+12½ -110,-13 -110,+13 -110,-12½ -110,+12½ -110,-13 -105,+13 -115,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20160208
