Date,Sport,bet_type,period,away_Team,home_Team,away_1Q,away_2Q,away_3Q,away_4Q,home_1Q,home_2Q,home_3Q,home_4Q,away_score,home_score,away_open,home_open,pinnacle1,pinnacle2,fiveDimes1,fiveDimes2,bookmaker1,bookmaker2,BOL1,BOL2,Bovada1,Bovada2,Heritage1,Heritage2,Intertops1,Intertops2,youwager1,youwager2,justbet1,justbet2,sportsbet1,sportsbet2,oddsURL
20170213,NBA,total,full,Philadelphia,Charlotte,31,17,32,25,0,22,25,25,105,99, , ,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20170213
20170213,NBA,total,full,San Antonio,Indiana,26,23,34,27,31,18,30,27,110,106, , ,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20170213
20170213,NBA,total,full,Orlando,Miami,36,24,27,29,28,29,30,20,116,107, , ,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20170213
20170213,NBA,total,full,Memphis,Brooklyn,27,25,27,33,19,23,30,31,112,103, , ,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20170213
20170213,NBA,total,full,Oklahoma City,Washington,32,22,19,25,38,29,34,19,98,120, , ,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20170213
20170213,NBA,total,full,Detroit,Milwaukee,19,15,27,28,23,28,26,25,89,102, , ,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20170213
20170213,NBA,total,full,Boston,Dallas,30,31,22,28,28,22,32,16,111,98, , ,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20170213
20170213,NBA,total,full,New Orleans,Phoenix,29,24,24,33,28,30,22,28,110,108, , ,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20170213
20170213,NBA,total,full,Golden State,Denver,30,24,31,25,42,37,28,25,110,132, , ,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20170213
20170213,NBA,total,full,L.A. Clippers,Utah,18,27,31,12,19,15,15,23,88,72, , ,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20170213
20170213,NBA,total,full,Atlanta,Portland,21,21,33,22,12,7,20,26,109,83, , ,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20170213
