Date,Sport,bet_type,period,away_Team,home_Team,away_1Q,away_2Q,away_3Q,away_4Q,home_1Q,home_2Q,home_3Q,home_4Q,away_score,home_score,away_open,home_open,pinnacle1,pinnacle2,fiveDimes1,fiveDimes2,bookmaker1,bookmaker2,BOL1,BOL2,Bovada1,Bovada2,Heritage1,Heritage2,Intertops1,Intertops2,youwager1,youwager2,justbet1,justbet2,sportsbet1,sportsbet2,oddsURL
20180309,NBA,moneyline,full,Chicago,Detroit,26,21,15,21,21,28,24,26,83,99,+292,-365,+295,-338,+280,-310,+281,-350,+290,-350,+275,-350,+295,-365,+280,-350,+290,-350,+281,-350,+290,-350,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20180309
20180309,NBA,moneyline,full,Atlanta,Indiana,15,22,26,24,34,19,34,25,87,112,+292,-365,+346,-405,+328,-365,+358,-460,+340,-410,+350,-500,+350,-440,+350,-450,+330,-420,+358,-460,+340,-410,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20180309
20180309,NBA,moneyline,full,Houston,Toronto,16,27,32,30,32,26,25,25,105,108,-115,-105,-150,+136,-150,+140,-151,+131,-158,+138,-165,+145,-155,+135,-155,+135,-145,+125,-151,+131,-158,+138,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20180309
20180309,NBA,moneyline,full,New York,Milwaukee,22,33,34,23,26,34,31,29,112,120,+422,-560,+436,-518,+435,-500,+447,-600,+420,-515,+400,-600,+430,-555,+410,-550,+445,-550,+447,-600,+420,-515,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20180309
20180309,NBA,moneyline,full,Washington,New Orleans,22,31,30,33,19,19,24,35,116,97,-150,+130,-161,+145,-160,+150,-155,+135,-166,+146,-160,+140,-160,+140,-165,+145,-160,+140,-155,+135,-166,+146,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20180309
20180309,NBA,moneyline,full,Utah,Memphis,24,26,21,24,23,15,20,20,95,78,-460,+358,-517,+436,-525,+450,-600,+447,-550,+445,-650,+425,-570,+445,-550,+410,-600,+450,-600,+447,-550,+445,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20180309
20180309,NBA,moneyline,full,L.A. Lakers,Denver,28,34,34,20,37,28,29,31,116,125,+222,-270,+285,-325,+290,-320,+237,-290,+290,-350,+230,-270,+275,-345,+280,-350,+240,-300,+289,-360,+290,-350,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20180309
20180309,NBA,moneyline,full,Golden State,Portland,27,25,31,25,33,28,26,38,108,125,,,+116,-128,+110,-120,+105,-125,+115,-135,-120,+100,+105,-125,+105,-125,-105,-115,+110,-130,+115,-135,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20180309
20180309,NBA,moneyline,full,Orlando,Sacramento,14,22,26,26,22,19,33,20,88,94,+151,-175,+120,-133,+125,-135,+115,-135,+118,-138,+125,-145,+120,-140,+120,-140,+125,-145,+115,-135,+118,-138,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20180309
20180309,NBA,moneyline,full,Cleveland,L.A. Clippers,17,30,30,25,35,26,24,31,102,116,-105,-115,-110,+100,-112,+102,-115,-105,-123,+103,-135,+115,-120,+100,-115,-105,-125,+105,-115,-105,-123,+103,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20180309
