Date,Sport,bet_type,period,away_Team,home_Team,away_1Q,away_2Q,away_3Q,away_4Q,home_1Q,home_2Q,home_3Q,home_4Q,away_score,home_score,away_open,home_open,pinnacle1,pinnacle2,fiveDimes1,fiveDimes2,bookmaker1,bookmaker2,BOL1,BOL2,Bovada1,Bovada2,Heritage1,Heritage2,Intertops1,Intertops2,youwager1,youwager2,justbet1,justbet2,sportsbet1,sportsbet2,oddsURL
20210108,NBA,moneyline,full,Phoenix,Detroit,29,27,20,17,12,20,28,24,105,110,-250,+207,-320,+273,-310,+280,-355,+257,-350,+280,-340,+270,-370,+300,-330,+270,-325,+252,-355,+257,-350,+280,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20210108
20210108,NBA,moneyline,full,Oklahoma City,New York,15,27,27,32,24,18,21,26,101,89,+120,-140,+140,-155,+133,-143,+125,-145,+130,-150,+125,-145,+130,-150,+130,-150,+130,-150,+125,-145,+130,-150,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20210108
20210108,NBA,moneyline,full,Charlotte,New Orleans,22,25,35,36,38,21,28,23,118,110,+199,-240,+248,-287,+255,-280,+234,-285,+250,-300,+240,-290,+270,-330,+245,-290,+240,-300,+234,-285,+250,-300,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20210108
20210108,NBA,moneyline,full,Washington,Boston,28,19,34,26,33,33,30,20,107,116,+215,-260,+152,-170,+150,-160,+144,-165,+143,-163,+140,-160,+145,-165,+145,-165,+150,-170,+144,-165,+143,-163,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20210108
20210108,NBA,moneyline,full,Orlando,Houston,17,16,24,33,32,30,31,39,90,132,+160,-185,+243,-281,+240,-260,+226,-275,+245,-290,+220,-270,+255,-315,+235,-275,+225,-270,+226,-275,+245,-290,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20210108
20210108,NBA,moneyline,full,Brooklyn,Memphis,28,19,39,24,40,22,30,23,110,115,-140,+120,-101,-110,-105,-105,-110,-110,-115,-105,-115,-105,-110,-110,-115,-105,-115,-105,-110,-110,-115,-105,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20210108
20210108,NBA,moneyline,full,Utah,Milwaukee,34,31,39,27,31,27,38,22,131,118,+192,-230,+192,-217,+205,-225,+184,-220,+195,-225,+205,-245,+205,-245,+195,-235,+190,-230,+184,-220,+195,-225,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20210108
20210108,NBA,moneyline,full,Chicago,L.A. Lakers,33,25,30,27,28,31,33,25,115,117,+416,-550,+307,-365,+340,-380,+322,-408,+320,-400,+325,-450,+360,-460,+295,-370,+350,-450,+322,-408,+320,-400,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20210108
20210108,NBA,moneyline,full,Toronto,Sacramento,35,36,40,33,43,31,29,20,144,123,-230,+192,-108,-103,-111,+101,-106,-113,-115,-105,-115,-105,-115,-105,-115,-105,-115,-105,-106,-113,-115,-105,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20210108
20210108,NBA,moneyline,full,LA,Golden State,30,35,22,18,22,29,30,34,105,115,-260,+215,-264,+229,-255,+235,-270,+222,-275,+230,-260,+215,-290,+240,-240,+200,-250,+210,-270,+222,-275,+230,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20210108
