Date,Sport,bet_type,period,away_Team,home_Team,away_1Q,away_2Q,away_3Q,away_4Q,home_1Q,home_2Q,home_3Q,home_4Q,away_score,home_score,away_open,home_open,pinnacle1,pinnacle2,fiveDimes1,fiveDimes2,bookmaker1,bookmaker2,BOL1,BOL2,Bovada1,Bovada2,Heritage1,Heritage2,Intertops1,Intertops2,youwager1,youwager2,justbet1,justbet2,sportsbet1,sportsbet2,oddsURL
20180309,NBA,total,full,Chicago,Detroit,26,21,15,21,21,28,24,26,83,99,214 -110,214 -110,214½ -105,214½ -105,214½ -102,214½ -108,214 -110,214 -110,215 -105,215 -115,215 -110,215 -110,215 -105,215 -105,214½ -110,214½ -110,215 -110,215 -110,214 -110,214 -110,215 -105,215 -115,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20180309
20180309,NBA,total,full,Atlanta,Indiana,15,22,26,24,34,19,34,25,87,112,209 -110,209 -110,211 -110,211 -100,211½ -104,211½ -106,211 -110,211 -110,211 -112,211 -108,211 -105,211 -115,211 -105,211 -105,211½ -110,211½ -110,211 -110,211 -110,211 -110,211 -110,211 -112,211 -108,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20180309
20180309,NBA,total,full,Houston,Toronto,16,27,32,30,32,26,25,25,105,108,221 -110,221 -110,220½ -105,220½ -105,220½ -105,220½ -105,220 -110,220 -110,220½ -115,220½ -105,221 -110,221 -110,221 -105,221 -105,220 -110,220 -110,220 -110,220 -110,220 -110,220 -110,220½ -115,220½ -105,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20180309
20180309,NBA,total,full,New York,Milwaukee,22,33,34,23,26,34,31,29,112,120,212 -110,212 -110,213 -105,213 -105,213½ -105,213½ -105,213 -110,213 -110,214 -105,214 -115,214 -105,214 -115,213½ -105,213½ -105,213½ -110,213½ -110,214 -110,214 -110,213 -110,213 -110,214 -105,214 -115,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20180309
20180309,NBA,total,full,Washington,New Orleans,22,31,30,33,19,19,24,35,116,97,219½ -110,219½ -110,222 -110,222 -100,222 -105,222 -105,222 -110,222 -110,222 -110,222 -110,222 -110,222 -110,222 -105,222 -105,222 -110,222 -110,222 -110,222 -110,222 -110,222 -110,222 -110,222 -110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20180309
20180309,NBA,total,full,Utah,Memphis,24,26,21,24,23,15,20,20,95,78,198 -110,198 -110,197½ -105,197½ -105,197½ -102,197½ -108,197½ -110,197½ -110,197½ -108,197½ -112,197 -110,197 -110,197 -105,197 -105,197½ -110,197½ -110,197½ -110,197½ -110,197½ -110,197½ -110,197½ -108,197½ -112,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20180309
20180309,NBA,total,full,L.A. Lakers,Denver,28,34,34,20,37,28,29,31,116,125,231 -110,231 -110,230 -108,230 -102,230½ -105,230½ -105,231 -110,231 -110,230½ -110,230½ -110,231 -105,231 -115,230½ -105,230½ -105,230½ -110,230½ -110,230½ -110,230½ -110,231 -110,231 -110,230½ -110,230½ -110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20180309
20180309,NBA,total,full,Golden State,Portland,27,25,31,25,33,28,26,38,108,125,227½ -110,227½ -110,218½ -105,218½ -105,218 -108,218 -102,218 -110,218 -110,218½ -110,218½ -110,219 -105,219 -115,218½ -105,218½ -105,218 -110,218 -110,218 -110,218 -110,218 -110,218 -110,218½ -110,218½ -110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20180309
20180309,NBA,total,full,Orlando,Sacramento,14,22,26,26,22,19,33,20,88,94,211 -110,211 -110,205½ -105,205½ -105,205½ -102,205½ -108,205 -110,205 -110,205½ -112,205½ -108,205 -110,205 -110,205 -105,205 -105,205½ -110,205½ -110,205 -110,205 -110,205 -110,205 -110,205½ -112,205½ -108,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20180309
20180309,NBA,total,full,Cleveland,L.A. Clippers,17,30,30,25,35,26,24,31,102,116,231 -110,231 -110,229 -105,229 -105,229½ -105,229½ -105,229½ -110,229½ -110,229 -110,229 -110,230 -105,230 -115,229½ -105,229½ -105,229½ -110,229½ -110,230 -110,230 -110,229½ -110,229½ -110,229 -110,229 -110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20180309
