Date,Sport,bet_type,period,away_Team,home_Team,away_1Q,away_2Q,away_3Q,away_4Q,home_1Q,home_2Q,home_3Q,home_4Q,away_score,home_score,away_open,home_open,pinnacle1,pinnacle2,fiveDimes1,fiveDimes2,bookmaker1,bookmaker2,BOL1,BOL2,Bovada1,Bovada2,Heritage1,Heritage2,Intertops1,Intertops2,youwager1,youwager2,justbet1,justbet2,sportsbet1,sportsbet2,oddsURL
20191129,NBA,spread,full,Boston,Brooklyn,24,31,26,26,31,27,29,25,107,112,-3½ -110,+3½ -110,-4½ -104,+4½ -106,-4½ -102,+4½ -108,-4 -112,+4 -108,-4½ -109,+4½ -111,-5 -110,+5 -110,-4½ -105,+4½ -105,-4½ -115,+4½ -105,-4½ -115,+4½ -105,-4 -112,+4 -108,-4½ -109,+4½ -111,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20191129
20191129,NBA,spread,full,Toronto,Orlando,20,20,26,24,23,24,12,24,90,83,-3 -110,+3 -110,-3 -102,+3 -108,-3 -109,+3 -101,-2½ -115,+2½ -105,-3 -110,+3 -110,-4 -110,+4 -110,-3½ -105,+3½ -105,-3 -110,+3 -110,-3½ -110,+3½ -110,-2½ -115,+2½ -105,-3 -110,+3 -110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20191129
20191129,NBA,spread,full,Charlotte,Detroit,38,24,23,25,37,20,28,22,110,107,+7½ -110,-7½ -110,+8 -100,-8 -110,+8½ -108,-8½ -102,+8 -105,-8 -115,+8 -107,-8 -113,+8 -105,-8 -115,+8½ -105,-8½ -105,+8½ -110,-8½ -110,+8 -110,-8 -110,+8 -105,-8 -115,+8 -107,-8 -113,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20191129
20191129,NBA,spread,full,Milwaukee,Cleveland,38,29,32,20,29,18,42,21,119,110,-10 -110,+10 -110,-11½ -108,+11½ -102,-11½ -108,+11½ -102,-11½ -110,+11½ -110,-11½ -107,+11½ -113,-12 -105,+12 -115,-12 -105,+12 -105,-11½ -110,+11½ -110,-11½ -110,+11½ -110,-11½ -110,+11½ -110,-11½ -107,+11½ -113,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20191129
20191129,NBA,spread,full,Philadelphia,New York,18,21,31,31,31,20,17,27,101,95,-8 -110,+8 -110,-6½ +102,+6½ -113,-6 -105,+6 -105,-6 -110,+6 -110,-6½ -105,+6½ -115,-6½ -105,+6½ -115,-6½ -105,+6½ -105,-6 -110,+6 -110,-6 -110,+6 -110,-6 -110,+6 -110,-6½ -105,+6½ -115,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20191129
20191129,NBA,spread,full,Golden State,Miami,21,37,21,26,41,30,24,27,105,122,+11½ -110,-11½ -110,+11½ -107,-11½ -103,+11½ -102,-11½ -108,+11½ -110,-11½ -110,+11½ -109,-11½ -111,+12 -110,-12 -110,+11½ -105,-11½ -105,+11½ -110,-11½ -110,+11½ -110,-11½ -110,+11½ -110,-11½ -110,+11½ -109,-11½ -111,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20191129
20191129,NBA,spread,full,Atlanta,Indiana,23,31,11,29,10,22,21,29,104,105,+10½ -110,-10½ -110,+11 -102,-11 -108,+11 -109,-11 -101,+11 -105,-11 -115,+11 -105,-11 -115,+11 -110,-11 -110,+11 -105,-11 -105,+11 -110,-11 -110,+11½ -110,-11½ -110,+11 -105,-11 -115,+11 -105,-11 -115,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20191129
20191129,NBA,spread,full,New Orleans,Oklahoma City,26,27,31,20,34,28,17,30,104,109,+3½ -110,-3½ -110,+4½ -101,-4½ -109,+4½ -102,-4½ -108,+5 -115,-5 -105,+4½ -103,-4½ -117,+4½ -105,-4½ -115,+5 -105,-5 -105,+4½ -105,-4½ -115,+4½ -110,-4½ -110,+5 -115,-5 -105,+4½ -103,-4½ -117,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20191129
20191129,NBA,spread,full,Utah,Memphis,22,18,35,28,24,31,18,21,103,94,-7½ -110,+7½ -110,-7½ +101,+7½ -111,-7 -108,+7 -102,-7 -110,+7 -110,-7 -114,+7 -106,-7½ -105,+7½ -115,-7 -105,+7 -105,-7 -110,+7 -110,-7 -110,+7 -110,-7 -110,+7 -110,-7 -114,+7 -106,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20191129
20191129,NBA,spread,full,LA,San Antonio,30,23,18,26,27,26,29,25,97,107,-6 -110,+6 -110,-5 -113,+5 +102,-5½ -102,+5½ -108,-5½ -110,+5½ -110,-5 -113,+5 -107,-5½ -105,+5½ -115,-5 -105,+5 -105,-5 -115,+5 -105,-5 -110,+5 -110,-5½ -110,+5½ -110,-5 -113,+5 -107,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20191129
