Date,Sport,bet_type,period,away_Team,home_Team,away_1Q,away_2Q,away_3Q,away_4Q,home_1Q,home_2Q,home_3Q,home_4Q,away_score,home_score,away_open,home_open,pinnacle1,pinnacle2,fiveDimes1,fiveDimes2,bookmaker1,bookmaker2,BOL1,BOL2,Bovada1,Bovada2,Heritage1,Heritage2,Intertops1,Intertops2,youwager1,youwager2,justbet1,justbet2,sportsbet1,sportsbet2,oddsURL
20150121,NBA,spread,full,Miami,Charlotte,17,22,16,21,25,20,20,13,76,78,,,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20150121
20150121,NBA,spread,full,Utah,Cleveland,20,20,22,30,31,22,29,24,92,106,,,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20150121
20150121,NBA,spread,full,New York,Philadelphia,18,31,25,24,18,24,20,29,98,91,,,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20150121
20150121,NBA,spread,full,Orlando,Detroit,24,24,36,34,35,30,31,32,118,128,,,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20150121
20150121,NBA,spread,full,Indiana,Atlanta,21,20,23,27,25,27,36,22,91,110,,,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20150121
20150121,NBA,spread,full,Dallas,Minnesota,24,35,16,23,21,17,19,18,98,75,,,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20150121
20150121,NBA,spread,full,L.A. Lakers,New Orleans,20,24,24,12,22,21,26,27,80,96,,,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20150121
20150121,NBA,spread,full,Oklahoma City,Washington,26,12,28,26,13,31,19,20,105,103,,,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20150121
20150121,NBA,spread,full,Toronto,Memphis,16,22,23,25,16,25,19,32,86,92,,,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20150121
20150121,NBA,spread,full,Portland,Phoenix,29,23,24,37,40,26,25,27,113,118,,,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20150121
20150121,NBA,spread,full,Brooklyn,Sacramento,36,26,20,21,24,22,23,31,103,100,,,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20150121
20150121,NBA,spread,full,Houston,Golden State,29,13,36,35,32,30,40,24,113,126,,,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20150121
