game_id,Date,Sport,bet_type,period,away_Team,home_Team,away_1Q,away_2Q,away_3Q,away_4Q,home_1Q,home_2Q,home_3Q,home_4Q,away_score,home_score,away_open_line,away_open_odds,home_open_line,home_open_odds,away_pinnacle_line,away_pinnacle_odds,home_pinnacle_line,home_pinnacle_odds,away_fiveDimes_line,away_fiveDimes_odds,home_fiveDimes_line,home_fiveDimes_odds,away_bookmaker_line,away_bookmaker_odds,home_bookmaker_line,home_bookmaker_odds,away_BOL_line,away_BOL_odds,home_BOL_line,home_BOL_odds,away_Bovada_line,away_Bovada_odds,home_Bovada_line,home_Bovada_odds,away_Heritage_line,away_Heritage_odds,home_Heritage_line,home_Heritage_odds,away_Intertops_line,away_Intertops_odds,home_Intertops_line,home_Intertops_odds,away_youwager_line,away_youwager_odds,home_youwager_line,home_youwager_odds,away_justbet_line,away_justbet_odds,home_justbet_line,home_justbet_odds,away_sportsbet_line,away_sportsbet_odds,home_sportsbet_line,home_sportsbet_odds,oddsURL
20151218_NBA_Orlando_Portland,20151218,NBA,total,full,Portland,Orlando,26,22,20,26,29,20,25,28,94,102,199,-110,199,-110,201,-104,201,-106,202,-110,202,-110,201.5,-110,201.5,-110,201,-110,201,-110,202,-105,202,-115,201,-105,201,-105,202,-110,202,-110,201,-110,201,-110,201.5,-110,201.5,-110,201,-110,201,-110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20151218
20151218_NBA_PHI_New York,20151218,NBA,total,full,New York,Philadelphia,30,35,24,18,23,21,24,29,107,97,198,-110,198,-110,196,-110,196,100,196,-110,196,-110,196.5,-110,196.5,-110,196,-110,196,-110,196,-110,196,-110,196,-105,196,-105,196,-110,196,-110,196,-110,196,-110,196.5,-110,196.5,-110,196,-110,196,-110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20151218
20151218_NBA_Indiana_Brooklyn,20151218,NBA,total,full,Brooklyn,Indiana,18,29,30,20,23,26,23,32,97,104,204.5,-110,204.5,-110,208,-105,208,-105,207,-110,207,-110,207,-110,207,-110,207,-115,207,-105,206,-115,206,-105,207.5,-105,207.5,-105,207,-110,207,-110,207,-110,207,-110,207,-110,207,-110,207,-115,207,-105,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20151218
20151218_NBA_Boston_ATL,20151218,NBA,total,full,Atlanta,Boston,19,23,29,38,25,18,30,28,109,101,204,-126,204,104,207,100,207,-110,206.5,-110,206.5,-110,206.5,-110,206.5,-110,206.5,-110,206.5,-110,207,-110,207,-110,206.5,-105,206.5,-105,206.5,-110,206.5,-110,206.5,-110,206.5,-110,206.5,-110,206.5,-110,206.5,-110,206.5,-110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20151218
20151218_NBA_MIA_Toronto,20151218,NBA,total,full,Toronto,Miami,27,23,31,27,25,30,22,17,108,94,189.5,-110,189.5,-110,187,-113,187,102,187.5,-110,187.5,-110,188,-110,188,-110,187.5,-115,187.5,-105,188,-105,188,-115,188,-105,188,-105,187.5,-110,187.5,-110,187.5,-110,187.5,-110,188,-110,188,-110,187.5,-115,187.5,-105,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20151218
20151218_NBA_CHI_DET,20151218,NBA,total,full,Detroit,Chicago,NA,7,4,NA,NA,7,4,NA,11,11,193,-110,193,-110,197,-105,197,-105,197,-110,197,-110,197.5,-110,197.5,-110,197,-110,197,-110,197,-110,197,-110,197,-105,197,-105,197,-110,197,-110,197,-110,197,-110,197.5,-110,197.5,-110,197,-110,197,-110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20151218
20151218_NBA_San Antonio_L.A. Clippers,20151218,NBA,total,full,L.A. Clippers,San Antonio,30,25,33,19,26,29,30,30,107,115,194,-110,194,-110,195,-110,195,100,195.5,-110,195.5,-110,195.5,-110,195.5,-110,195.5,-110,195.5,-110,196,-110,196,-110,195.5,-105,195.5,-105,195.5,-110,195.5,-110,195.5,-110,195.5,-110,195.5,-110,195.5,-110,195.5,-110,195.5,-110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20151218
20151218_NBA_MIN_Sacramento,20151218,NBA,total,full,Sacramento,Minnesota,24,30,23,18,31,27,25,16,95,99,214.5,-110,214.5,-110,213.5,102,213.5,-113,213,-110,213,-110,213.5,-110,213.5,-110,213,-110,213,-110,213,-115,213,-105,213.5,-105,213.5,-105,213.5,-110,213.5,-110,213,-110,213,-110,213.5,-110,213.5,-110,213,-110,213,-110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20151218
20151218_NBA_DAL_Memphis,20151218,NBA,total,full,Memphis,Dallas,26,23,17,22,25,30,20,22,88,97,198,-110,198,-110,198,-107,198,-103,198,-110,198,-110,197,-110,197,-110,197.5,-110,197.5,-110,197,-110,197,-110,197.5,-105,197.5,-105,197.5,-110,197.5,-110,197,-110,197,-110,197,-110,197,-110,197.5,-110,197.5,-110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20151218
20151218_NBA_Utah_DEN,20151218,NBA,total,full,Denver,Utah,23,26,24,15,30,23,24,20,88,97,195.5,-110,195.5,-110,194,-105,194,-105,194.5,-105,194.5,-105,194.5,-110,194.5,-110,194,-115,194,-105,194,-115,194,-105,194.5,-105,194.5,-105,194,-110,194,-110,194,-110,194,-110,194.5,-110,194.5,-110,194,-115,194,-105,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20151218
