Date,Sport,bet_type,period,away_Team,home_Team,away_1Q,away_2Q,away_3Q,away_4Q,home_1Q,home_2Q,home_3Q,home_4Q,away_score,home_score,away_open,home_open,pinnacle1,pinnacle2,fiveDimes1,fiveDimes2,bookmaker1,bookmaker2,BOL1,BOL2,Bovada1,Bovada2,Heritage1,Heritage2,Intertops1,Intertops2,youwager1,youwager2,justbet1,justbet2,sportsbet1,sportsbet2,oddsURL
20150225,NBA,spread,full,Miami,Orlando,17,19,25,24,8,17,23,21,93,90,-2 -105,+2 -115,-3½ -108,+3½ -102,-3½ -108,+3½ -102,-3 -115,+3 -105,-3½ -110,+3½ -110,-4 -105,+4 -115,-3½ -108,+3½ -108,-3½ -110,+3½ -110,-3½ -110,+3½ -110,-3 -115,+3 -105,-3½ -110,+3½ -110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20150225
20150225,NBA,spread,full,Dallas,Atlanta,34,19,15,19,22,25,30,27,87,104,+5½ -110,-5½ -110,+9 -113,-9 +102,+9 -109,-9 -101,+8½ -105,-8½ -115,+9 -110,-9 -110,+8½ -105,-8½ -115,+8½ -108,-8½ -108,+9 -110,-9 -110,+9 -110,-9 -110,+8½ -105,-8½ -115,+9 -110,-9 -110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20150225
20150225,NBA,spread,full,New York,Boston,25,24,23,22,23,25,32,35,94,115,+11 +100,-11 -121,+10½ +102,-10½ -113,+10½ -109,-10½ -101,+10½ -105,-10½ -115,+11 -110,-11 -110,+10½ -105,-10½ -115,+10½ -108,-10½ -108,+10½ -105,-10½ -115,+10½ -110,-10½ -110,+10½ -105,-10½ -115,+11 -110,-11 -110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20150225
20150225,NBA,spread,full,L.A. Clippers,Houston,26,34,25,20,27,35,22,26,105,110,+3½ -110,-3½ -110,+3½ -107,-3½ -103,+3½ -105,-3½ -105,+3½ -110,-3½ -110,+3½ -110,-3½ -110,+3½ -110,-3½ -110,+3½ -108,-3½ -108,+3½ -110,-3½ -110,+3½ -110,-3½ -110,+3½ -110,-3½ -110,+3½ -110,-3½ -110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20150225
20150225,NBA,spread,full,Washington,Minnesota,20,22,18,17,11,31,32,23,77,97,+1 -110,-1 -110,+2½ -104,-2½ -106,+2½ -105,-2½ -105,+2½ -110,-2½ -110,+2½ -110,-2½ -110,+2 -105,-2 -115,+2½ -108,-2½ -108,+2½ -110,-2½ -110,+2½ -110,-2½ -110,+2½ -110,-2½ -110,+2½ -110,-2½ -110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20150225
20150225,NBA,spread,full,Philadelphia,Milwaukee,12,20,28,28,29,32,21,22,88,104,+11½ -110,-11½ -110,+10 -105,-10 -105,+10½ -105,-10½ -105,+10½ -115,-10½ -105,+10 -110,-10 -110,+10½ -105,-10½ -115,+10 -108,-10 -108,+10½ -115,-10½ -105,+10½ -110,-10½ -110,+10½ -115,-10½ -105,+10 -110,-10 -110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20150225
20150225,NBA,spread,full,Brooklyn,New Orleans,21,29,23,23,27,26,23,26,96,102,-1 -110,+1 -110,-2½ -103,+2½ -107,-2½ -109,+2½ -101,-2½ -105,+2½ -115,-2½ -115,+2½ -105,-2½ -110,+2½ -110,-2½ -108,+2½ -108,-2½ -110,+2½ -110,-2½ -110,+2½ -110,-2½ -105,+2½ -115,-2½ -115,+2½ -105,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20150225
20150225,NBA,spread,full,Charlotte,Chicago,20,24,23,31,20,24,21,21,98,86,+9 -110,-9 -110,+7 -106,-7 -104,+7 -102,-7 -108,+7 -110,-7 -110,+7 -112,-7 -108,+7 -110,-7 -110,+7 -108,-7 -108,+7 -110,-7 -110,+7 -110,-7 -110,+7 -110,-7 -110,+7 -112,-7 -108,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20150225
20150225,NBA,spread,full,Phoenix,Denver,35,23,25,27,26,25,22,23,110,96,-4½ -110,+4½ -110,-6 -101,+6 -109,-6 -108,+6 -102,-6 -110,+6 -110,-6 -110,+6 -110,-6 -110,+6 -110,-6 -108,+6 -108,-6 -110,+6 -110,-6 -110,+6 -110,-6 -110,+6 -110,-6 -110,+6 -110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20150225
20150225,NBA,spread,full,L.A. Lakers,Utah,21,24,24,31,29,22,27,19,100,97,+8½ -110,-8½ -110,+9½ -105,-9½ -105,+10 -109,-10 -101,+9½ -105,-9½ -115,+9½ -110,-9½ -110,+10 -115,-10 -105,+9½ -108,-9½ -108,+9½ -110,-9½ -110,+10 -110,-10 -110,+9½ -105,-9½ -115,+9½ -110,-9½ -110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20150225
