game_id,Date,Sport,bet_type,period,away_Team,home_Team,away_1Q,away_2Q,away_3Q,away_4Q,home_1Q,home_2Q,home_3Q,home_4Q,away_score,home_score,away_open_line,away_open_odds,home_open_line,home_open_odds,away_pinnacle_line,away_pinnacle_odds,home_pinnacle_line,home_pinnacle_odds,away_fiveDimes_line,away_fiveDimes_odds,home_fiveDimes_line,home_fiveDimes_odds,away_bookmaker_line,away_bookmaker_odds,home_bookmaker_line,home_bookmaker_odds,away_BOL_line,away_BOL_odds,home_BOL_line,home_BOL_odds,away_Bovada_line,away_Bovada_odds,home_Bovada_line,home_Bovada_odds,away_Heritage_line,away_Heritage_odds,home_Heritage_line,home_Heritage_odds,away_Intertops_line,away_Intertops_odds,home_Intertops_line,home_Intertops_odds,away_youwager_line,away_youwager_odds,home_youwager_line,home_youwager_odds,away_justbet_line,away_justbet_odds,home_justbet_line,home_justbet_odds,away_sportsbet_line,away_sportsbet_odds,home_sportsbet_line,home_sportsbet_odds,oddsURL
20181105_NBA_DET_MIA,20181105,NBA,total,full,Miami,Detroit,28,25,34,18,15,27,26,27,120,115,218,-110,218,-110,219.5,-109,219.5,-101,220,-103,220,-107,219.5,-110,219.5,-110,219.5,-115,219.5,-105,220,-110,220,-110,220,-105,220,-105,220,-110,220,-110,220,-110,220,-110,219.5,-110,219.5,-110,219.5,-115,219.5,-105,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20181105
20181105_NBA_Indiana_HOU,20181105,NBA,total,full,Houston,Indiana,29,24,16,29,22,33,20,19,98,94,212,-110,212,-110,216,103,216,-114,216,-101,216,-109,215.5,-110,215.5,-110,215.5,-110,215.5,-110,216,-115,216,-105,216.5,-105,216.5,-105,216,-110,216,-110,216,-110,216,-110,215.5,-110,215.5,-110,215.5,-110,215.5,-110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20181105
20181105_NBA_Orlando_CLE,20181105,NBA,total,full,Cleveland,Orlando,21,26,32,21,30,28,12,32,100,102,212,-110,212,-110,213.5,-112,213.5,102,214,-103,214,-107,214.5,-110,214.5,-110,214.5,-115,214.5,-105,214,-115,214,-105,214,-105,214,-105,214,-110,214,-110,214.5,-110,214.5,-110,214.5,-110,214.5,-110,214.5,-115,214.5,-105,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20181105
20181105_NBA_New York_CHI,20181105,NBA,total,full,Chicago,New York,6,8,31,24,6,8,6,7,83,81,216,-110,216,-110,213,-112,213,102,213.5,-105,213.5,-105,213,-110,213,-110,213.5,-111,213.5,-109,213,-110,213,-110,213.5,-105,213.5,-105,213,-110,213,-110,213,-110,213,-110,213,-110,213,-110,213.5,-111,213.5,-109,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20181105
20181105_NBA_Oklahoma City_NO,20181105,NBA,total,full,New Orleans,Oklahoma City,28,35,23,30,36,26,38,22,116,122,236,-110,236,-110,235,-115,235,104,NA,NA,NA,NA,NA,NA,NA,NA,235.5,-110,235.5,-110,235,-115,235,-105,235.5,-105,235.5,-105,235,-110,235,-110,NA,NA,NA,NA,235.5,-110,235.5,-110,235.5,-110,235.5,-110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20181105
20181105_NBA_DEN_Boston,20181105,NBA,total,full,Boston,Denver,34,22,25,26,19,35,34,27,107,115,205,-110,205,-110,210.5,-107,210.5,-103,210.5,-105,210.5,-105,210.5,-110,210.5,-110,210.5,-110,210.5,-110,211,-105,211,-115,NA,NA,NA,NA,210.5,-110,210.5,-110,210.5,-110,210.5,-110,210.5,-110,210.5,-110,210.5,-110,210.5,-110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20181105
20181105_NBA_Utah_Toronto,20181105,NBA,total,full,Toronto,Utah,30,35,29,30,31,23,18,39,124,111,217,-110,217,-110,214.5,-104,214.5,-106,214.5,-102,214.5,-108,214,-110,214,-110,214,-112,214,-108,215,-110,215,-110,215,-105,215,-105,214.5,-110,214.5,-110,214.5,-110,214.5,-110,214,-110,214,-110,214,-112,214,-108,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20181105
20181105_NBA_L.A. Clippers_MIN,20181105,NBA,total,full,Minnesota,L.A. Clippers,33,26,25,25,31,32,29,28,109,120,228,-110,228,-110,233,-113,233,102,233,-105,233,-105,233,-110,233,-110,233,-112,233,-108,233,-110,233,-110,233.5,-105,233.5,-105,233,-110,233,-110,233,-110,233,-110,233,-110,233,-110,233,-112,233,-108,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20181105
20181105_NBA_Golden State_Memphis,20181105,NBA,total,full,Memphis,Golden State,31,27,15,28,29,29,34,25,101,117,219,-110,219,-110,220.5,-115,220.5,104,221,-105,221,-105,221.5,-110,221.5,-110,220.5,-113,220.5,-107,221,-110,221,-110,221,-105,221,-105,221,-110,221,-110,220.5,-110,220.5,-110,221.5,-110,221.5,-110,220.5,-113,220.5,-107,https://classic.sportsbookreview.com/betting-odds/nba-basketball/totals/?date=20181105
