game_id,Date,Sport,bet_type,period,away_Team,home_Team,away_1Q,away_2Q,away_3Q,away_4Q,home_1Q,home_2Q,home_3Q,home_4Q,away_score,home_score,away_open_line,away_open_odds,home_open_line,home_open_odds,away_pinnacle_line,away_pinnacle_odds,home_pinnacle_line,home_pinnacle_odds,away_fiveDimes_line,away_fiveDimes_odds,home_fiveDimes_line,home_fiveDimes_odds,away_bookmaker_line,away_bookmaker_odds,home_bookmaker_line,home_bookmaker_odds,away_BOL_line,away_BOL_odds,home_BOL_line,home_BOL_odds,away_Bovada_line,away_Bovada_odds,home_Bovada_line,home_Bovada_odds,away_Heritage_line,away_Heritage_odds,home_Heritage_line,home_Heritage_odds,away_Intertops_line,away_Intertops_odds,home_Intertops_line,home_Intertops_odds,away_youwager_line,away_youwager_odds,home_youwager_line,home_youwager_odds,away_justbet_line,away_justbet_odds,home_justbet_line,home_justbet_odds,away_sportsbet_line,away_sportsbet_odds,home_sportsbet_line,home_sportsbet_odds,oddsURL
20170322_NBA_Orlando_Charlotte,20170322,NBA,spread,full,Charlotte,Orlando,21,27,29,32,27,27,28,20,109,102,-4,-110,4,-110,-4,-110,4,-100,-4.5,-110,4.5,-110,-4.5,-110,4.5,-110,-4.5,-110,4.5,-110,-5.5,-110,5.5,-110,NA,NA,NA,NA,-4.5,-110,4.5,-110,-4.5,-110,4.5,-110,-4.5,-110,4.5,-110,-4.5,-110,4.5,-110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20170322
20170322_NBA_Boston_Indiana,20170322,NBA,spread,full,Indiana,Boston,19,23,32,26,21,28,39,21,100,109,8.5,-110,-8.5,-110,6.5,-107,-6.5,-103,6.5,-110,-6.5,-110,6.5,-115,-6.5,-105,6.5,-110,-6.5,-110,NA,NA,NA,NA,6.5,-105,-6.5,-105,6.5,-110,-6.5,-110,6.5,-110,-6.5,-110,6.5,-115,-6.5,-105,6.5,-110,-6.5,-110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20170322
20170322_NBA_CHI_DET,20170322,NBA,spread,full,Detroit,Chicago,23,30,20,22,32,27,32,26,95,117,1.5,-110,-1.5,-110,-2,-107,2,-103,-2,-110,2,-110,-2,-110,2,-110,-2,-110,2,-110,-2,-110,2,-110,-2,-105,2,-105,-2,-110,2,-110,-2,-110,2,-110,-2,-110,2,-110,-2,-110,2,-110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20170322
20170322_NBA_WAS_ATL,20170322,NBA,spread,full,Atlanta,Washington,20,26,21,33,16,24,27,37,100,104,7,-110,-7,-110,7.5,-105,-7.5,-105,7.5,-110,-7.5,-110,7.5,-110,-7.5,-110,8,-112,-8,-108,7.5,-105,-7.5,-115,8,-105,-8,-105,7.5,-110,-7.5,-110,7.5,-110,-7.5,-110,7.5,-110,-7.5,-110,8,-112,-8,-108,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20170322
20170322_NBA_Oklahoma City_PHI,20170322,NBA,spread,full,Philadelphia,Oklahoma City,22,28,20,27,29,34,32,27,97,122,10.5,-110,-10.5,-110,11.5,-108,-11.5,-102,11.5,-110,-11.5,-110,11.5,-110,-11.5,-110,11.5,-110,-11.5,-110,12,-115,-12,-105,11.5,-105,-11.5,-105,11.5,-110,-11.5,-110,11.5,-110,-11.5,-110,11.5,-110,-11.5,-110,11.5,-110,-11.5,-110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20170322
20170322_NBA_DEN_CLE,20170322,NBA,spread,full,Cleveland,Denver,31,28,31,23,34,39,28,25,113,126,-4,-115,4,-105,-2,-115,2,104,-2,-110,2,-110,-2,-110,2,-110,-2.5,-110,2.5,-110,NA,NA,NA,NA,-2,-105,2,-105,-2,-110,2,-110,-2,-110,2,-110,-2,-110,2,-110,-2.5,-110,2.5,-110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20170322
20170322_NBA_Sacramento_Milwaukee,20170322,NBA,spread,full,Milwaukee,Sacramento,25,44,21,26,24,26,25,23,116,98,-4,-110,4,-110,-5.5,-104,5.5,-106,-5.5,-110,5.5,-110,-5.5,-110,5.5,-110,-5,-122,5,102,-6,-105,6,-115,-5.5,-105,5.5,-105,-5.5,-110,5.5,-110,-5.5,-110,5.5,-110,-5.5,-110,5.5,-110,-5,-122,5,102,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20170322
20170322_NBA_Utah_New York,20170322,NBA,spread,full,New York,Utah,34,21,20,26,26,25,21,36,101,108,10,-110,-10,-110,12,-107,-12,-103,12,-110,-12,-110,12,-115,-12,-105,12,-103,-12,-117,12,-115,-12,-105,12,-105,-12,-105,12,-110,-12,-110,12,-110,-12,-110,12,-115,-12,-105,NA,NA,NA,NA,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20170322
