Date,Sport,bet_type,period,away_Team,home_Team,away_1Q,away_2Q,away_3Q,away_4Q,home_1Q,home_2Q,home_3Q,home_4Q,away_score,home_score,away_open,home_open,pinnacle1,pinnacle2,fiveDimes1,fiveDimes2,bookmaker1,bookmaker2,BOL1,BOL2,Bovada1,Bovada2,Heritage1,Heritage2,Intertops1,Intertops2,youwager1,youwager2,justbet1,justbet2,sportsbet1,sportsbet2,oddsURL
20170204,NBA,moneyline,full,New Orleans,Washington,18,31,34,8,24,29,27,25,91,105,,,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20170204
20170204,NBA,moneyline,full,Orlando,Atlanta,24,15,26,21,35,30,26,22,86,113,,,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20170204
20170204,NBA,moneyline,full,Detroit,Indiana,32,26,14,12,30,26,26,23,84,105,,,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20170204
20170204,NBA,moneyline,full,Philadelphia,Miami,17,35,23,27,32,32,36,25,102,125,,,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20170204
20170204,NBA,moneyline,full,Cleveland,New York,34,30,20,27,25,20,23,36,111,104,,,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20170204
20170204,NBA,moneyline,full,Memphis,Minnesota,15,33,21,38,31,17,19,32,107,99,,,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20170204
20170204,NBA,moneyline,full,Denver,San Antonio,27,23,22,25,30,26,35,30,97,121,,,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20170204
20170204,NBA,moneyline,full,Milwaukee,Phoenix,45,29,27,36,25,41,23,23,137,112,,,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20170204
20170204,NBA,moneyline,full,Charlotte,Utah,28,16,38,16,23,29,21,32,98,105,,,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20170204
20170204,NBA,moneyline,full,Golden State,Sacramento,8,NA,NA,NA,NA,NA,NA,NA,8,NA,,,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20170204
