Date,Sport,bet_type,period,away_Team,home_Team,away_1Q,away_2Q,away_3Q,away_4Q,home_1Q,home_2Q,home_3Q,home_4Q,away_score,home_score,away_open,home_open,pinnacle1,pinnacle2,fiveDimes1,fiveDimes2,bookmaker1,bookmaker2,BOL1,BOL2,Bovada1,Bovada2,Heritage1,Heritage2,Intertops1,Intertops2,youwager1,youwager2,justbet1,justbet2,sportsbet1,sportsbet2,oddsURL
20180309,NBA,spread,full,Chicago,Detroit,26,21,15,21,21,28,24,26,83,99,+8 -110,-8 -110,+8 -108,-8 -102,+7½ -102,-7½ -108,+8 -110,-8 -110,+8 -112,-8 -108,+7½ -105,-7½ -115,+8 -105,-8 -105,+8 -115,-8 -105,+8 -110,-8 -110,+8 -110,-8 -110,+8 -112,-8 -108,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20180309
20180309,NBA,spread,full,Atlanta,Indiana,15,22,26,24,34,19,34,25,87,112,+8½ -110,-8½ -110,+9 -105,-9 -105,+9 -105,-9 -105,+9 -110,-9 -110,+9 -106,-9 -114,+9 -110,-9 -110,+9 -105,-9 -105,+9 -110,-9 -110,+9 -110,-9 -110,+9 -110,-9 -110,+9 -106,-9 -114,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20180309
20180309,NBA,spread,full,Houston,Toronto,16,27,32,30,32,26,25,25,105,108,-1 -110,+1 -110,-3 -103,+3 -107,-3 -105,+3 -105,-3 -110,+3 -110,-3 -115,+3 -105,-3½ -105,+3½ -115,-3 -105,+3 -105,-3 -110,+3 -110,-3 -110,+3 -110,-3 -110,+3 -110,-3 -115,+3 -105,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20180309
20180309,NBA,spread,full,New York,Milwaukee,22,33,34,23,26,34,31,29,112,120,+9½ -105,-9½ -115,+9½ -101,-9½ -109,+9½ -105,-9½ -105,+10 -110,-10 -110,+9½ -107,-9½ -113,+9½ -110,-9½ -110,+9½ -105,-9½ -105,+9½ -110,-9½ -110,+9½ -110,-9½ -110,+10 -110,-10 -110,+9½ -107,-9½ -113,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20180309
20180309,NBA,spread,full,Washington,New Orleans,22,31,30,33,19,19,24,35,116,97,-2½ -110,+2½ -110,-3½ -108,+3½ -102,-3½ -108,+3½ -102,-3½ -110,+3½ -110,-3½ -115,+3½ -105,-3½ -115,+3½ -105,-3½ -105,+3½ -105,-3½ -115,+3½ -105,-3½ -110,+3½ -110,-3½ -110,+3½ -110,-3½ -115,+3½ -105,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20180309
20180309,NBA,spread,full,Utah,Memphis,24,26,21,24,23,15,20,20,95,78,-9 -110,+9 -110,-10 -106,+10 -104,-10 -105,+10 -105,-10 -110,+10 -110,-10 -116,+10 -104,-10½ -110,+10½ -110,-10 -105,+10 -105,-10 -110,+10 -110,-10½ -110,+10½ -110,-10 -110,+10 -110,-10 -116,+10 -104,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20180309
20180309,NBA,spread,full,L.A. Lakers,Denver,28,34,34,20,37,28,29,31,116,125,+6½ -110,-6½ -110,+7 +113,-7 -125,+8 -109,-8 -101,+7 +100,-7 -121,+7½ -104,-7½ -116,+6½ -105,-6½ -115,+7½ -105,-7½ -105,+8 -110,-8 -110,+7 -110,-7 -110,+8 -110,-8 -110,+7½ -104,-7½ -116,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20180309
20180309,NBA,spread,full,Golden State,Portland,27,25,31,25,33,28,26,38,108,125,-4 -110,+4 -110,+1½ +104,-1½ -115,+1½ -103,-1½ -107,+1½ -110,-1½ -110,+2 -111,-2 -109,-1 -105,+1 -115,+2 -105,-2 -105,+1½ -110,-1½ -110,+1 -110,-1 -110,+2 -105,-2 -115,+2 -111,-2 -109,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20180309
20180309,NBA,spread,full,Orlando,Sacramento,14,22,26,26,22,19,33,20,88,94,+4½ -110,-4½ -110,+2½ -105,-2½ -105,+2½ -103,-2½ -107,+2½ -115,-2½ -105,+2½ -110,-2½ -110,+3 -110,-3 -110,+2½ -105,-2½ -105,+2½ -105,-2½ -115,+2½ -110,-2½ -110,+2½ -115,-2½ -105,+2½ -110,-2½ -110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20180309
20180309,NBA,spread,full,Cleveland,L.A. Clippers,17,30,30,25,35,26,24,31,102,116,PK-110,PK-110,-1 -105,+1 -105,-1 -104,+1 -106,-1 -110,+1 -110,-1 -117,+1 -103,-2 -105,+2 -115,-1½ -105,+1½ -105,-1 -110,+1 -110,-1½ -110,+1½ -110,-1 -110,+1 -110,-1 -117,+1 -103,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20180309
