game_id,Date,Sport,bet_type,period,away_Team,home_Team,away_1Q,away_2Q,away_3Q,away_4Q,home_1Q,home_2Q,home_3Q,home_4Q,away_score,home_score,away_open_line,away_open_odds,home_open_line,home_open_odds,away_pinnacle_line,away_pinnacle_odds,home_pinnacle_line,home_pinnacle_odds,away_fiveDimes_line,away_fiveDimes_odds,home_fiveDimes_line,home_fiveDimes_odds,away_bookmaker_line,away_bookmaker_odds,home_bookmaker_line,home_bookmaker_odds,away_BOL_line,away_BOL_odds,home_BOL_line,home_BOL_odds,away_Bovada_line,away_Bovada_odds,home_Bovada_line,home_Bovada_odds,away_Heritage_line,away_Heritage_odds,home_Heritage_line,home_Heritage_odds,away_Intertops_line,away_Intertops_odds,home_Intertops_line,home_Intertops_odds,away_youwager_line,away_youwager_odds,home_youwager_line,home_youwager_odds,away_justbet_line,away_justbet_odds,home_justbet_line,home_justbet_odds,away_sportsbet_line,away_sportsbet_odds,home_sportsbet_line,home_sportsbet_odds,oddsURL
20150316_NBA_Indiana_Toronto,20150316,NBA,spread,full,Toronto,Indiana,29,29,30,29,24,30,27,17,117,98,5,-110,-5,-110,5,-101,-5,-109,5,-104,-5,-106,5,-110,-5,-110,5,-110,-5,-110,5,-110,-5,-110,5,-108,-5,-108,5,-110,-5,-110,5,-110,-5,-110,5,-110,-5,-110,5,-110,-5,-110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20150316
20150316_NBA_WAS_Portland,20150316,NBA,spread,full,Portland,Washington,20,20,34,23,27,33,21,24,97,105,1.5,-110,-1.5,-110,1,-102,-1,-108,1,-104,-1,-106,1,-110,-1,-110,1,-110,-1,-110,1,-110,-1,-110,1.5,-108,-1.5,-108,1,-110,-1,-110,1,-110,-1,-110,1,-110,-1,-110,1,-110,-1,-110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20150316
20150316_NBA_Boston_PHI,20150316,NBA,spread,full,Philadelphia,Boston,18,16,34,21,38,19,32,19,89,108,9,-110,-9,-110,8.5,-102,-8.5,-108,8.5,-105,-8.5,-105,8.5,-110,-8.5,-110,8.5,-110,-8.5,-110,8.5,-105,-8.5,-115,8.5,-108,-8.5,-108,8.5,-110,-8.5,-110,8.5,-110,-8.5,-110,8.5,-110,-8.5,-110,8.5,-110,-8.5,-110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20150316
20150316_NBA_Memphis_DEN,20150316,NBA,spread,full,Denver,Memphis,18,19,26,18,24,23,18,27,81,92,9,-110,-9,-110,12.5,-113,-12.5,102,12.5,-109,-12.5,-101,12.5,-105,-12.5,-115,12.5,-115,-12.5,-105,13,-110,-13,-110,12,-108,-12,-108,12.5,-110,-12.5,-110,12.5,-110,-12.5,-110,12.5,-105,-12.5,-115,12.5,-115,-12.5,-105,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20150316
20150316_NBA_MIN_Brooklyn,20150316,NBA,spread,full,Brooklyn,Minnesota,33,34,31,24,29,26,24,27,122,106,-2,-110,2,-110,-4.5,-105,4.5,-105,-5,-101,5,-109,-5,-105,5,-115,-5,-110,5,-110,-5,-110,5,-110,-4.5,-108,4.5,-108,-4.5,-110,4.5,-110,-5,-110,5,-110,-5,-105,5,-115,-5,-110,5,-110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20150316
20150316_NBA_MIA_CLE,20150316,NBA,spread,full,Cleveland,Miami,22,16,25,29,27,29,27,23,92,106,-6.5,-110,6.5,-110,-5.5,-105,5.5,-105,-5.5,-107,5.5,-103,-5.5,-110,5.5,-110,-6,-105,6,-115,-6.5,-105,6.5,-115,-5.5,-108,5.5,-108,-5.5,-110,5.5,-110,-6,-110,6,-110,-5.5,-110,5.5,-110,-6,-105,6,-115,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20150316
20150316_NBA_DAL_Oklahoma City,20150316,NBA,spread,full,Oklahoma City,Dallas,29,34,29,23,27,26,39,27,115,119,4,-110,-4,-110,6,-104,-6,-106,6,-110,-6,-110,6.5,-115,-6.5,-105,6,-105,-6,-115,6,-110,-6,-110,6,-108,-6,-108,6,-110,-6,-110,6,-110,-6,-110,6.5,-115,-6.5,-105,6,-105,-6,-115,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20150316
20150316_NBA_Utah_Charlotte,20150316,NBA,spread,full,Charlotte,Utah,16,14,16,20,30,31,24,9,66,94,4.5,-110,-4.5,-110,4.5,-107,-4.5,-103,4.5,-108,-4.5,-102,4,-105,-4,-115,4.5,-115,-4.5,-105,4.5,-110,-4.5,-110,4.5,-108,-4.5,-108,4.5,-110,-4.5,-110,4.5,-110,-4.5,-110,4,-105,-4,-115,4.5,-115,-4.5,-105,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20150316
20150316_NBA_Sacramento_ATL,20150316,NBA,spread,full,Atlanta,Sacramento,28,26,28,28,29,18,29,27,110,103,-5.5,-110,5.5,-110,-4.5,-102,4.5,-108,-4.5,-102,4.5,-108,-4.5,-105,4.5,-115,-4.5,-110,4.5,-110,-5,-110,5,-110,-4.5,-108,4.5,-108,-4.5,-110,4.5,-110,-4.5,-110,4.5,-110,-4.5,-110,4.5,-110,-4.5,-110,4.5,-110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20150316
20150316_NBA_Golden State_L.A. Lakers,20150316,NBA,spread,full,L.A. Lakers,Golden State,30,24,24,27,30,28,24,26,105,108,18,-110,-18,-110,18,100,-18,-110,18,-102,-18,-108,18,-110,-18,-110,18,-110,-18,-110,18.5,-115,-18.5,-105,18.5,-108,-18.5,-108,18,-115,-18,-105,18,-110,-18,-110,18,-110,-18,-110,18,-110,-18,-110,https://classic.sportsbookreview.com/betting-odds/nba-basketball/?date=20150316
