TEAM_ABBREVIATION,HOME_AWAY,MATCHUP,LINEUP_DESC,TO_PLAY_DESC,PLAYER_NAME,NAME_SHORT,STARTING_POSITION,CREATE_DTTM
PHX,is-visit,PHOMIL,is-expected,Very Likely To Play,Chris Paul,Chris Paul,PG,2021-07-11 12:45:03.591270
PHX,is-visit,PHOMIL,is-expected,Very Likely To Play,Devin Booker,Devin Booker,SG,2021-07-11 12:45:03.591270
PHX,is-visit,PHOMIL,is-expected,Very Likely To Play,Mikal Bridges,Mikal Bridges,SF,2021-07-11 12:45:03.591270
PHX,is-visit,PHOMIL,is-expected,Very Likely To Play,Jae Crowder,Jae Crowder,PF,2021-07-11 12:45:03.591270
PHX,is-visit,PHOMIL,is-expected,Very Likely To Play,Deandre Ayton,Deandre Ayton,C,2021-07-11 12:45:03.591270
PHX,is-visit,PHOMIL,,Likely To Play,Torrey Craig,T. Craig,F,2021-07-11 12:45:03.591270
MIL,is-home,PHOMIL,is-expected,Very Likely To Play,Jrue Holiday,Jrue Holiday,PG,2021-07-11 12:45:03.591270
MIL,is-home,PHOMIL,is-expected,Very Likely To Play,Khris Middleton,K. Middleton,SG,2021-07-11 12:45:03.591270
MIL,is-home,PHOMIL,is-expected,Very Likely To Play,P.J. Tucker,P.J. Tucker,SF,2021-07-11 12:45:03.591270
MIL,is-home,PHOMIL,is-expected,Very Likely To Play,Giannis Antetokounmpo,G. Antetokounmpo,PF,2021-07-11 12:45:03.591270
MIL,is-home,PHOMIL,is-expected,Very Likely To Play,Brook Lopez,Brook Lopez,C,2021-07-11 12:45:03.591270
