TEAM_ABBREVIATION,HOME_AWAY,MATCHUP,LINEUP_DESC,TO_PLAY_DESC,PLAYER_NAME,NAME_SHORT,STARTING_POSITION,CREATE_DTTM
WAS,is-visit,WASATL,is-expected,Very Likely To Play,Russell Westbrook,R. Westbrook,PG,2021-05-12 15:45:04.651893
WAS,is-visit,WASATL,is-expected,Very Likely To Play,Raul Neto,Raul Neto,SG,2021-05-12 15:45:04.651893
WAS,is-visit,WASATL,is-expected,Very Likely To Play,Chandler Hutchison,C. Hutchison,SF,2021-05-12 15:45:04.651893
WAS,is-visit,WASATL,is-expected,Very Likely To Play,Rui Hachimura,Rui Hachimura,PF,2021-05-12 15:45:04.651893
WAS,is-visit,WASATL,is-expected,Very Likely To Play,Alex Len,Alex Len,C,2021-05-12 15:45:04.651893
WAS,is-visit,WASATL,,Very Unlikely To Play,Bradley Beal,B. Beal,G,2021-05-12 15:45:04.651893
ATL,is-home,WASATL,is-expected,Very Likely To Play,Trae Young,Trae Young,PG,2021-05-12 15:45:04.651893
ATL,is-home,WASATL,is-expected,Very Likely To Play,Bogdan Bogdanovic,B. Bogdanovic,SG,2021-05-12 15:45:04.651893
ATL,is-home,WASATL,is-expected,Very Likely To Play,Kevin Huerter,Kevin Huerter,SF,2021-05-12 15:45:04.651893
ATL,is-home,WASATL,is-expected,Very Likely To Play,John Collins,John Collins,PF,2021-05-12 15:45:04.651893
ATL,is-home,WASATL,is-expected,Very Likely To Play,Clint Capela,Clint Capela,C,2021-05-12 15:45:04.651893
ATL,is-home,WASATL,,Very Unlikely To Play,De'Andre Hunter,D. Hunter,F,2021-05-12 15:45:04.651893
ATL,is-home,WASATL,,Very Unlikely To Play,Cam Reddish,C. Reddish,F,2021-05-12 15:45:04.651893
BOS,is-visit,BOSCLE,is-expected,Very Likely To Play,Payton Pritchard,P. Pritchard,PG,2021-05-12 15:45:04.651893
BOS,is-visit,BOSCLE,is-expected,Very Likely To Play,Romeo Langford,R. Langford,SG,2021-05-12 15:45:04.651893
BOS,is-visit,BOSCLE,is-expected,Very Likely To Play,Evan Fournier,Evan Fournier,SF,2021-05-12 15:45:04.651893
BOS,is-visit,BOSCLE,is-expected,Very Likely To Play,Jayson Tatum,Jayson Tatum,PF,2021-05-12 15:45:04.651893
BOS,is-visit,BOSCLE,is-expected,Very Likely To Play,Tristan Thompson,T. Thompson,C,2021-05-12 15:45:04.651893
BOS,is-visit,BOSCLE,,Very Unlikely To Play,Marcus Smart,M. Smart,G,2021-05-12 15:45:04.651893
BOS,is-visit,BOSCLE,,Very Unlikely To Play,Kemba Walker,K. Walker,G,2021-05-12 15:45:04.651893
BOS,is-visit,BOSCLE,,Very Unlikely To Play,Robert Williams,R. Williams,C,2021-05-12 15:45:04.651893
CLE,is-home,BOSCLE,is-expected,Very Likely To Play,Collin Sexton,Collin Sexton,PG,2021-05-12 15:45:04.651893
CLE,is-home,BOSCLE,is-expected,Very Likely To Play,Isaac Okoro,Isaac Okoro,SG,2021-05-12 15:45:04.651893
CLE,is-home,BOSCLE,is-expected,Toss Up To Play,Cedi Osman,Cedi Osman,SF,2021-05-12 15:45:04.651893
CLE,is-home,BOSCLE,is-expected,Very Likely To Play,Kevin Love,Kevin Love,PF,2021-05-12 15:45:04.651893
CLE,is-home,BOSCLE,is-expected,Very Likely To Play,Jarrett Allen,Jarrett Allen,C,2021-05-12 15:45:04.651893
CLE,is-home,BOSCLE,,Toss Up To Play,Cedi Osman,Cedi Osman,F,2021-05-12 15:45:04.651893
CLE,is-home,BOSCLE,,Very Unlikely To Play,Darius Garland,D. Garland,G,2021-05-12 15:45:04.651893
CLE,is-home,BOSCLE,,Very Unlikely To Play,Isaiah Hartenstein,I. Hartenstein,C,2021-05-12 15:45:04.651893
CLE,is-home,BOSCLE,,Very Unlikely To Play,Lamar Stevens,L. Stevens,F,2021-05-12 15:45:04.651893
SAS,is-visit,SABKN,is-expected,Very Likely To Play,Dejounte Murray,D. Murray,PG,2021-05-12 15:45:04.651893
SAS,is-visit,SABKN,is-expected,Very Likely To Play,Lonnie Walker,Lonnie Walker,SG,2021-05-12 15:45:04.651893
SAS,is-visit,SABKN,is-expected,Very Likely To Play,DeMar DeRozan,DeMar DeRozan,SF,2021-05-12 15:45:04.651893
SAS,is-visit,SABKN,is-expected,Very Likely To Play,Keldon Johnson,K. Johnson,PF,2021-05-12 15:45:04.651893
SAS,is-visit,SABKN,is-expected,Very Likely To Play,Jakob Poeltl,Jakob Poeltl,C,2021-05-12 15:45:04.651893
SAS,is-visit,SABKN,,Toss Up To Play,Trey Lyles,Trey Lyles,F,2021-05-12 15:45:04.651893
BKN,is-home,SABKN,is-expected,Likely To Play,James Harden,J. Harden,PG,2021-05-12 15:45:04.651893
BKN,is-home,SABKN,is-expected,Toss Up To Play,Kyrie Irving,K. Irving,SG,2021-05-12 15:45:04.651893
BKN,is-home,SABKN,is-expected,Very Likely To Play,Bruce Brown,Bruce Brown,SF,2021-05-12 15:45:04.651893
BKN,is-home,SABKN,is-expected,Very Likely To Play,Kevin Durant,Kevin Durant,PF,2021-05-12 15:45:04.651893
BKN,is-home,SABKN,is-expected,Very Likely To Play,Blake Griffin,Blake Griffin,C,2021-05-12 15:45:04.651893
BKN,is-home,SABKN,,Likely To Play,James Harden,J. Harden,G,2021-05-12 15:45:04.651893
BKN,is-home,SABKN,,Toss Up To Play,Kyrie Irving,K. Irving,G,2021-05-12 15:45:04.651893
BKN,is-home,SABKN,,Very Unlikely To Play,Chris Chiozza,C. Chiozza,G,2021-05-12 15:45:04.651893
BKN,is-home,SABKN,,Very Unlikely To Play,Joe Harris,Joe Harris,G,2021-05-12 15:45:04.651893
NOP,is-visit,NODAL,is-expected,Very Likely To Play,Nickeil Alexander-Walker,N. Alexander-Walker,PG,2021-05-12 15:45:04.651893
NOP,is-visit,NODAL,is-expected,Very Likely To Play,Eric Bledsoe,Eric Bledsoe,SG,2021-05-12 15:45:04.651893
NOP,is-visit,NODAL,is-expected,Very Likely To Play,Naji Marshall,Naji Marshall,SF,2021-05-12 15:45:04.651893
NOP,is-visit,NODAL,is-expected,Very Likely To Play,James Johnson,James Johnson,PF,2021-05-12 15:45:04.651893
NOP,is-visit,NODAL,is-expected,Very Likely To Play,Willy Hernangomez,W. Hernangomez,C,2021-05-12 15:45:04.651893
NOP,is-visit,NODAL,,Very Unlikely To Play,Steven Adams,S. Adams,C,2021-05-12 15:45:04.651893
NOP,is-visit,NODAL,,Very Unlikely To Play,Lonzo Ball,Lonzo Ball,G,2021-05-12 15:45:04.651893
NOP,is-visit,NODAL,,Very Unlikely To Play,Josh Hart,Josh Hart,G,2021-05-12 15:45:04.651893
NOP,is-visit,NODAL,,Very Unlikely To Play,Brandon Ingram,B. Ingram,F,2021-05-12 15:45:04.651893
NOP,is-visit,NODAL,,Very Unlikely To Play,Zion Williamson,Z. Williamson,F,2021-05-12 15:45:04.651893
DAL,is-home,NODAL,is-expected,Very Likely To Play,Luka Doncic,Luka Doncic,PG,2021-05-12 15:45:04.651893
DAL,is-home,NODAL,is-expected,Very Likely To Play,Josh Richardson,J. Richardson,SG,2021-05-12 15:45:04.651893
DAL,is-home,NODAL,is-expected,Very Likely To Play,Tim Hardaway,Tim Hardaway,SF,2021-05-12 15:45:04.651893
DAL,is-home,NODAL,is-expected,Very Likely To Play,Maxi Kleber,Maxi Kleber,PF,2021-05-12 15:45:04.651893
DAL,is-home,NODAL,is-expected,Toss Up To Play,Kristaps Porzingis,K. Porzingis,C,2021-05-12 15:45:04.651893
DAL,is-home,NODAL,,Toss Up To Play,Kristaps Porzingis,K. Porzingis,F,2021-05-12 15:45:04.651893
DAL,is-home,NODAL,,Very Unlikely To Play,JJ Redick,JJ Redick,G,2021-05-12 15:45:04.651893
POR,is-visit,PORUTA,is-expected,Very Likely To Play,Damian Lillard,D. Lillard,PG,2021-05-12 15:45:04.651893
POR,is-visit,PORUTA,is-expected,Very Likely To Play,CJ McCollum,CJ McCollum,SG,2021-05-12 15:45:04.651893
POR,is-visit,PORUTA,is-expected,Very Likely To Play,Norman Powell,Norman Powell,SF,2021-05-12 15:45:04.651893
POR,is-visit,PORUTA,is-expected,Very Likely To Play,Robert Covington,R. Covington,PF,2021-05-12 15:45:04.651893
POR,is-visit,PORUTA,is-expected,Very Likely To Play,Jusuf Nurkic,Jusuf Nurkic,C,2021-05-12 15:45:04.651893
POR,is-visit,PORUTA,,Very Unlikely To Play,Zach Collins,Z. Collins,C,2021-05-12 15:45:04.651893
POR,is-visit,PORUTA,,Very Unlikely To Play,Nassir Little,N. Little,F,2021-05-12 15:45:04.651893
UTA,is-home,PORUTA,is-expected,Very Likely To Play,Joe Ingles,Joe Ingles,PG,2021-05-12 15:45:04.651893
